mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
6	5	1/2	1/2	4/4	1	1	vi					D	I		vi	vi							m	0	0	5, 2, 6		5	5	3	3	0.5	0.375	1.0	0.2727272727272727
7	6	0	0	4/4	1	1	IV					D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
7	6	1/4	1/4	4/4	1	1	ii6					D	I		ii6	ii		6					m	0	0	1, 5, 4		4	1	0	3	0.0	0.0	0.625	0.0
7	6	1/2	1/2	4/4	1	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	3	3	0.5	0.375	1.0	0.2727272727272727
8	7	0	0	4/4	1	1	I6					D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.625	0.0
8	7	1/4	1/4	4/4	1	1	vi6					D	I		vi6	vi		6					m	0	0	2, 6, 5		5	2	0	3	0.0	0.0	0.625	0.0
8	7	1/2	1/2	4/4	1	1	ii					D	I		ii	ii							m	0	0	4, 1, 5		4	4	3	3	0.5	0.375	1.0	0.2727272727272727
9	8	0	0	4/4	1	1	V65					D	I		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	7	0.0	0.0	1.5	0.0
9	8	1/2	1/2	4/4	1	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.625	0.0
9	8	3/4	3/4	4/4	1	1	V7/IV					D	I		V7/IV	V		7		IV			Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.375	0.0
10	9	0	0	4/4	1	1	IV64(9)					D	I		IV64(9)	IV		64	9				M	0	0	2, 1, 5	3	1	2	0	3	0.0	0.0	0.625	0.0
10	9	1/8	1/8	4/4	1	1	IV64					D	I		IV64	IV		64					M	0	0	2, 1, 5		1	2	3	2	0.6	0.375	0.25	0.6
10	9	1/2	1/2	4/4	1	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.75	0.0
10	9	3/4	3/4	4/4	1	1	V7/IV					D	I		V7/IV	V		7		IV			Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.375	0.0
11	10	0	0	4/4	1	1	IV64(9)					D	I		IV64(9)	IV		64	9				M	0	0	2, 1, 5	3	1	2	0	3	0.0	0.0	0.625	0.0
11	10	1/8	1/8	4/4	1	1	IV64					D	I		IV64	IV		64					M	0	0	2, 1, 5		1	2	3	2	0.6	0.375	0.25	0.6
11	10	1/2	1/2	4/4	1	1	IV.V					D	IV		V	V							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
11	10	5/8	5/8	4/4	1	1	IVM7(9)					D	IV		IVM7(9)	IV	M	7	9				MM7	0	0	0, 4, 1, 5	2	0	0	0	3	0.0	0.0	0.375	0.0
11	10	3/4	3/4	4/4	1	1	V					D	IV		V	V							M	0	0	2, 6, 3		2	2	2	3	0.4	0.125	0.625	0.16666666666666666
12	11	0	0	4/4	1	1	I|PAC}					D	IV		I	I					PAC	}	M	0	0	1, 5, 2		1	1	9	16	0.36	1.125	2.375	0.32142857142857145
13	12	1/2	1/2	4/4	1	1	IV64					D	IV		IV64	IV		64					M	0	0	1, 0, 4		0	1	4	5	0.4444444444444444	0.5	0.75	0.4
14	13	0	0	4/4	1	1	I					D	IV		I	I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.375	0.0
14	13	1/8	1/8	4/4	1	1	ii.i6					D	ii		i6	i		6					m	0	1	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
14	13	1/4	1/4	4/4	1	1	ii6					D	ii		ii6	ii		6					m	0	1	3, 7, 6		6	3	0	3	0.0	0.0	0.375	0.0
14	13	3/8	3/8	4/4	1	1	III+6					D	ii		III+6	III	+	6					+	0	1	5, 9, 1		1	5	0	3	0.0	0.0	0.375	0.0
14	13	1/2	1/2	4/4	1	1	VI					D	ii		VI	VI							M	0	1	0, 4, 1		0	0	0	3	0.0	0.0	0.375	0.0
14	13	5/8	5/8	4/4	1	1	i6					D	ii		i6	i		6					m	0	1	1, 5, 4		4	1	0	3	0.0	0.0	0.375	0.0
14	13	3/4	3/4	4/4	1	1	V65					D	ii		V65	V		65					Mm7	0	1	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.375	0.0
14	13	7/8	7/8	4/4	1	1	i					D	ii		i	i							m	0	1	4, 1, 5		4	4	0	3	0.0	0.0	0.375	0.0
15	14	0	0	4/4	1	1	V|HC.SIM}					D	ii		V	V					HC.SIM	}	M	0	1	5, 9, 6		5	5	0	4	0.0	0.0	0.625	0.0
15	14	1/4	1/4	4/4	1	1	III+6					D	ii		III+6	III	+	6					+	0	1	5, 9, 1		1	5	0	3	0.0	0.0	0.625	0.0
15	14	1/2	1/2	4/4	1	1	VIM7					D	ii		VIM7	VI	M	7					MM7	0	1	0, 4, 1, 5		0	0	1	2	0.3333333333333333	0.125	0.75	0.14285714285714285
15	14	3/4	3/4	4/4	1	1	iv6					D	ii		iv6	iv		6					m	0	1	0, 4, 3		3	0	0	1	0.0	0.0	0.25	0.0
15	14	7/8	7/8	4/4	1	1	V65/VII	-0.786876	-5.08545		/	D	ii		V65/VII	V		65		VII			Mm7	0	1	7, 4, 1, 3		3	7	0	2	0.0	0.0	0.25	0.0
16	15	0	0	4/4	1	1	VII	-0.337233	-2.71166	-4.33367	/	D	ii		VII	VII							M	0	1	2, 6, 3		2	2	4	4	0.5	0.5	0.875	0.36363636363636365
16	15	1/2	1/2	4/4	1	1	i					D	ii		i	i							m	0	1	4, 1, 5		4	4	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
16	15	7/8	7/8	4/4	1	1	V					D	ii		V	V							M	0	1	5, 9, 6		5	5	0	3	0.0	0.0	0.375	0.0
17	16	0	0	4/4	1	1	i|PAC}					D	ii		i	i					PAC	}	m	0	1	4, 1, 5		4	4	16	25	0.3902439024390244	2.0	4.125	0.32653061224489793
19	18	1/2	1/2	4/4	1	1	I.V65					D	I		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	3	0.0	0.0	0.75	0.0
19	18	3/4	3/4	4/4	1	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	1	3	0.25	0.0625	0.5625	0.1
20	19	0	0	4/4	1	1	IV65					D	I		IV65	IV		65					Mm7	0	0	5, 2, -1, 1		1	5	2	2	0.5	0.25	0.625	0.2857142857142857
20	19	1/4	1/4	4/4	1	1	V65					D	I		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	4	0.0	0.0	0.75	0.0
20	19	1/2	1/2	4/4	1	1	I(9)					D	I		I(9)	I			9				M	0	0	2, 6, 3	4	2	2	0	3	0.0	0.0	0.75	0.0
20	19	3/4	3/4	4/4	1	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.125	0.5	0.2
21	20	0	0	4/4	1	1	V|HC.SIM}					D	I		V	V					HC.SIM	}	M	0	0	3, 7, 4		3	3	1	4	0.2	0.25	0.625	0.2857142857142857
21	20	1/4	1/4	4/4	1	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.375	0.0
21	20	1/2	1/2	4/4	1	1	I64					D	I		I64	I		64					M	0	0	3, 2, 6		2	3	4	4	0.5	0.5	0.75	0.4
22	21	0	0	4/4	1	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	1	4	0.2	0.25	0.625	0.2857142857142857
22	21	1/4	1/4	4/4	1	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.375	0.0
22	21	1/2	1/2	4/4	1	1	I64					D	I		I64	I		64					M	0	0	3, 2, 6		2	3	4	4	0.5	0.5	0.75	0.4
23	22	0	0	4/4	1	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.75	0.0
23	22	1/4	1/4	4/4	1	1	V65/IV					D	I		V65/IV	V		65		IV			Mm7	0	0	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.75	0.0
23	22	1/2	1/2	4/4	1	1	IV(4)					D	I		IV(4)	IV			4				M	0	0	1, 7, 2		1	1	0	2	0.0	0.0	0.5	0.0
23	22	5/8	5/8	4/4	1	1	IV					D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
23	22	3/4	3/4	4/4	1	1	V65/V					D	I		V65/V	V		65		V			Mm7	0	0	8, 5, 2, 4		4	8	0	3	0.0	0.0	0.625	0.0
24	23	0	0	4/4	1	1	V(4)					D	I		V(4)	V			4				M	0	0	3, 2, 4		3	3	0	3	0.0	0.0	0.375	0.0
24	23	1/8	1/8	4/4	1	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
24	23	1/4	1/4	4/4	1	1	IV6					D	I		IV6	IV		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
24	23	3/8	3/8	4/4	1	1	V65					D	I		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	3	0.25	0.0625	0.3125	0.16666666666666666
24	23	1/2	1/2	4/4	1	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
24	23	5/8	5/8	4/4	1	1	ii65					D	I		ii65	ii		65					mm7	0	0	1, 5, 2, 4		4	1	1	4	0.2	0.0625	0.3125	0.16666666666666666
24	23	3/4	3/4	4/4	1	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.625	0.0
24	23	7/8	7/8	4/4	1	1	V7					D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	2	0	1.0	0.125	0.0	1.0
25	24	0	0	4/4	1	1	I|PAC}					D	I		I	I					PAC	}	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.75	0.0
25	24	1/4	1/4	4/4	1	1	V65/IV{					D	I		V65/IV	V		65		IV		{	Mm7	0	0	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.75	0.0
25	24	1/2	1/2	4/4	1	1	IV(4)					D	I		IV(4)	IV			4				M	0	0	1, 7, 2		1	1	0	2	0.0	0.0	0.5	0.0
25	24	5/8	5/8	4/4	1	1	IV					D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
25	24	3/4	3/4	4/4	1	1	V65/V					D	I		V65/V	V		65		V			Mm7	0	0	8, 5, 2, 4		4	8	0	3	0.0	0.0	0.625	0.0
26	25	0	0	4/4	1	1	V(4)					D	I		V(4)	V			4				M	0	0	3, 2, 4		3	3	0	3	0.0	0.0	0.375	0.0
26	25	1/8	1/8	4/4	1	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
26	25	1/4	1/4	4/4	1	1	IV6					D	I		IV6	IV		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
26	25	3/8	3/8	4/4	1	1	V65					D	I		V65	V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	3	0.25	0.0625	0.3125	0.16666666666666666
26	25	1/2	1/2	4/4	1	1	I					D	I		I	I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
26	25	5/8	5/8	4/4	1	1	ii65					D	I		ii65	ii		65					mm7	0	0	1, 5, 2, 4		4	1	1	4	0.2	0.0625	0.3125	0.16666666666666666
26	25	3/4	3/4	4/4	1	1	V					D	I		V	V							M	0	0	3, 7, 4		3	3	2	3	0.4	0.125	0.625	0.16666666666666666
27	26	0	0	4/4	1	1	I|PAC}					D	I		I	I					PAC	}	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	1.5	0.0
