mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
18	17	0	0	4/4	1	1	V7		g	III		V7	V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	2	5	0.2857142857142857	0.5	0.5	0.5
18	17	1/2	1/2	4/4	1	1	I		g	III		I	I							M	1	0	-2, 2, -1		-2	-2	2	5	0.2857142857142857	0.125	0.875	0.125
19	18	0	0	4/4	1	1	IVM7		g	III		IVM7	IV	M	7					MM7	1	0	-3, 1, -2, 2		-3	-3	0	4	0.0	0.0	1.0	0.0
19	18	1/2	1/2	4/4	1	1	V65/V		g	III		V65/V	V		65		V			Mm7	1	0	4, 1, -2, 0		0	4	1	4	0.2	0.0625	0.9375	0.0625
20	19	0	0	4/4	1	1	V|HC.CON}		g	III		V	V					HC.CON	}	M	1	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.125	0.875	0.125
20	19	1/2	1/2	4/4	1	1	I6{		g	III		I6	I		6				{	M	1	0	2, -1, -2		-2	2	1	2	0.3333333333333333	0.125	0.375	0.25
20	19	3/4	3/4	4/4	1	1	I		g	III		I	I							M	1	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.125	0.375	0.25
21	20	0	0	4/4	1	1	ii65		g	III		ii65	ii		65					mm7	1	0	-3, 1, -2, 0		0	-3	3	5	0.375	0.375	0.625	0.375
21	20	1/2	1/2	4/4	1	1	V		g	III		V	V							M	1	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.625	0.0
21	20	3/4	3/4	4/4	1	1	V7		g	III		V7	V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	1	1	0.5	0.125	0.25	0.3333333333333333
22	21	0	0	4/4	1	1	I|PAC}		g	III		I	I					PAC	}	M	1	0	-2, 2, -1		-2	-2	2	6	0.25	0.25	1.5	0.14285714285714285
23	22	0	0	4/4	1	1	V		g	III		V	V							M	1	0	-1, 3, 0		-1	-1	3	8	0.2727272727272727	0.375	1.625	0.1875
24	23	0	0	4/4	1	1	ii		g	III		ii	ii							m	1	0	0, -3, 1		0	0	3	6	0.3333333333333333	0.25	1.5	0.14285714285714285
25	24	0	0	4/4	1	1	vi		g	III		vi	vi							m	1	0	1, -2, 2		1	1	3	8	0.2727272727272727	0.375	1.625	0.1875
26	25	0	0	4/4	1	1	iii		g	III		iii	iii							m	1	0	2, -1, 3		2	2	2	3	0.4	0.125	0.875	0.125
26	25	1/2	1/2	4/4	1	1	i.V2		g	i		V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	0	5	0.0	0.0	1.0	0.0
27	26	0	0	4/4	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	4	0.2	0.125	0.875	0.125
27	26	1/2	1/2	4/4	1	1	V43		g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.625	0.0
27	26	3/4	3/4	4/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.375	0.0
28	27	0	0	4/4	1	1	V65		g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.5	0.0
28	27	1/4	1/4	4/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
28	27	1/2	1/2	4/4	1	1	iv6		g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	1	0.0	0.0	0.25	0.0
28	27	3/4	3/4	4/4	1	1	V65/iv		g	i		V65/iv	V		65		iv			Mm7	1	1	5, 2, -1, 1		1	5	0	3	0.0	0.0	0.5	0.0
29	28	0	0	4/4	1	1	iv		g	i		iv	iv							m	1	1	0, -3, 1		0	0	3	4	0.42857142857142855	0.375	0.625	0.375
29	28	1/2	1/2	4/4	1	1	iio		g	i		iio	ii	o						o	1	1	3, 0, -3		3	3	2	4	0.3333333333333333	0.25	0.75	0.25
30	29	0	0	4/4	1	1	V65		g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	3	0.25	0.125	0.875	0.125
30	29	1/2	1/2	4/4	1	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	1	1	0.5	0.125	0.125	0.5
30	29	3/4	3/4	4/4	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.125	0.375	0.25
31	30	0	0	4/4	1	1	VI		g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.0	0.625	0.0
31	30	1/4	1/4	4/4	1	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	2	0.0	0.0	0.375	0.0
31	30	1/2	1/2	4/4	1	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.625	0.0
31	30	3/4	3/4	4/4	1	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	1	0.5	0.125	0.25	0.3333333333333333
32	31	0	0	4/4	1	1	i|PAC}	1	g	i		i	i					PAC	}	m	1	1	1, -2, 2		1	1	1	3	0.25	0.125	0.875	0.125
32	31	1/2	1/2	4/4	1	1	V	1	g	i		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	1.0	0.0
33	31	0	0	4/4	1	1	i|PAC}	2	g	i		i	i					PAC	}	m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	1.5	0.0
