mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
11	11	0	0	3/4	1	1	V43					f	III		V43	V		43					Mm7	1	0	-2, -5, -3, 1		-3	-2	0	2	0.0	0.0	0.5	0.0
11	11	1/4	1/4	3/4	1	1	I					f	III		I	I							M	1	0	-4, 0, -3		-4	-4	1	2	0.3333333333333333	0.0	0.625	0.0
11	11	1/2	1/2	3/4	1	1	V65					f	III		V65	V		65					Mm7	1	0	1, -2, -5, -3		-3	1	0	2	0.0	0.0	0.375	0.0
12	12	0	0	3/4	1	1	I					f	III		I	I							M	1	0	-4, 0, -3		-4	-4	0	2	0.0	0.0	1.0	0.0
12	12	1/2	1/2	3/4	1	1	V|HC.SIM}	-0.674465	-2.92407	-0.111474	/	f	III		V	V					HC.SIM	}	M	1	0	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.125	0.375	0.25
13	13	0	0	3/4	1	1	I6{					f	III		I6	I		6				{	M	1	0	0, -3, -4		-4	0	0	3	0.0	0.0	1.0	0.0
13	13	1/2	1/2	3/4	1	1	IM7	0.137707	-4.97873		/	f	III		IM7	I	M	7					MM7	1	0	-4, 0, -3, 1		-4	-4	1	3	0.25	0.03125	0.46875	0.0625
14	14	0	0	3/4	1	1	IV					f	III		IV	IV							M	1	0	-5, -1, -4		-5	-5	3	2	0.6	0.25	0.5	0.3333333333333333
14	14	3/8	3/8	3/4	1	1	V2					f	III		V2	V		2					Mm7	1	0	-5, -3, 1, -2		-3	-5	0	2	0.0	0.0	0.25	0.0
14	14	1/2	1/2	3/4	1	1	I6					f	III		I6	I		6					M	1	0	0, -3, -4		-4	0	0	3	0.0	0.0	0.5	0.0
15	15	0	0	3/4	1	1	ii65					f	III		ii65	ii		65					mm7	1	0	-5, -1, -4, -2		-2	-5	1	2	0.3333333333333333	0.125	0.375	0.25
15	15	1/4	1/4	3/4	1	1	V(4)					f	III		V(4)	V			4				M	1	0	-3, -4, -2		-3	-3	0	2	0.0	0.0	0.625	0.0
15	15	1/2	1/2	3/4	1	1	V					f	III		V	V							M	1	0	-3, 1, -2		-3	-3	1	1	0.5	0.125	0.25	0.3333333333333333
16	16	0	0	3/4	1	1	I|PAC}					f	III		I	I					PAC	}	M	1	0	-4, 0, -3		-4	-4	1	5	0.16666666666666666	0.25	2.0	0.1111111111111111
17	17	0	0	3/4	1	1	iv.V{					f	iv		V	V						{	M	1	1	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.125	0.375	0.25
17	17	1/4	1/4	3/4	1	1	i6					f	iv		i6	i		6					m	1	1	-5, -1, -2		-2	-5	1	2	0.3333333333333333	0.0	0.625	0.0
17	17	1/2	1/2	3/4	1	1	V43					f	iv		V43	V		43					Mm7	1	1	0, -3, -1, 3		-1	0	0	2	0.0	0.0	0.375	0.0
18	18	0	0	3/4	1	1	i					f	iv		i	i							m	1	1	-2, -5, -1		-2	-2	1	4	0.2	0.0	1.25	0.0
19	19	0	0	3/4	1	1	i.IV2					f	i		IV2	IV		2					Mm7	1	1	-4, -2, 2, -1		-2	-4	0	2	0.0	0.0	0.5	0.0
19	19	1/4	1/4	3/4	1	1	V43					f	i		V43	V		43					Mm7	1	1	1, -2, 0, 4		0	1	1	2	0.3333333333333333	0.0	0.625	0.0
19	19	1/2	1/2	3/4	1	1	i					f	i		i	i							m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.375	0.0
20	20	0	0	3/4	1	1	V|HC.SIM}					f	i		V	V					HC.SIM	}	M	1	1	0, 4, 1		0	0	4	5	0.4444444444444444	0.375	1.125	0.25
21	21	0	0	3/4	1	1	i6{					f	i		i6	i		6				{	m	1	1	-4, 0, -1		-1	-4	2	3	0.4	0.046875	0.453125	0.09375
21	21	1/4	1/4	3/4	1	1	V65					f	i		V65	V		65					Mm7	1	1	4, 1, -2, 0		0	4	0	2	0.0	0.0	0.625	0.0
21	21	1/2	1/2	3/4	1	1	V7					f	i		V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
22	22	0	0	3/4	1	1	i					f	i		i	i							m	1	1	-1, -4, 0		-1	-1	3	4	0.42857142857142855	0.25	0.75	0.25
22	22	1/2	1/2	3/4	1	1	VI					f	i		VI	VI							M	1	1	-5, -1, -4		-5	-5	1	2	0.3333333333333333	0.125	0.375	0.25
23	23	0	0	3/4	1	1	IV7(9)					f	i		IV7(9)	IV		7	9				Mm7	1	1	-2, 2, -1, -4	0	-2	-2	2	4	0.3333333333333333	0.0625	0.4375	0.125
23	23	1/4	1/4	3/4	1	1	V7					f	i		V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	3	0.25	0.125	0.875	0.125
24	24	0	0	3/4	1	1	i|PAC}					f	i		i	i					PAC	}	m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	3.0	0.0
