mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
20	19	0	0	3/4	1	1	V65		G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.5	0.0
20	19	1/4	1/4	3/4	1	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.125	0.5	0.2
20	19	1/2	1/2	3/4	1	1	IV6		G	I		IV6	IV		6					M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.375	0.0
21	20	0	0	3/4	1	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.25	0.75	0.25
21	20	1/2	1/2	3/4	1	1	V\\		G	I		V	V						\\	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.5	0.0
22	21	0	0	3/4	1	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
22	21	1/4	1/4	3/4	1	1	V43		G	I		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	2	0.0	0.0	0.5	0.0
22	21	1/2	1/2	3/4	1	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.5	0.0
23	22	0	0	3/4	1	1	ii65		G	I		ii65	ii		65					mm7	0	0	0, 4, 1, 3		3	0	0	2	0.0	0.0	0.5	0.0
23	22	1/4	1/4	3/4	1	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
23	22	1/2	1/2	3/4	1	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
24	23	0	0	3/4	1	1	V65		G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.25	0.0
24	23	1/8	1/8	3/4	1	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
24	23	1/4	1/4	3/4	1	1	V(4)		G	I		V(4)	V			4				M	0	0	2, 1, 3		2	2	0	2	0.0	0.0	0.625	0.0
24	23	1/2	1/2	3/4	1	1	V7		G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	1	1	0.5	0.125	0.25	0.3333333333333333
25	24	0	0	3/4	1	1	I\\	1	G	I		I	I						\\	M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
26	24	0	0	3/4	1	1	I\\	2	G	I		I	I						\\	M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	1.5	0.0
