mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
26	24	183/2	1.0	3/4	3/4	4/4	1	1		i		A	i		i	i							m	0	1	0, -3, 1		0	0
27	25	185/2	0.5	0	0	4/4	1	1		V\\		A	i		V	V						\\	M	0	1	1, 5, 2		1	1
28	25	93	3.5	0	1/8	4/4	1	1		@none		A	i		@none	@none							m	0	1				
29	26	193/2	3.0	0	0	4/4	1	1		III.I[I		A	III	I	I	I							M	0	0	0, 4, 1		0	0
29	26	199/2	1.0	3/4	3/4	4/4	1	1		V		A	III	I	V	V							M	0	0	1, 5, 2		1	1
30	27	201/2	1.0	0	0	4/4	1	1		I		A	III	I	I	I							M	0	0	0, 4, 1		0	0
30	27	203/2	1.0	1/4	1/4	4/4	1	1		V7		A	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	27	205/2	1.0	1/2	1/2	4/4	1	1		I		A	III	I	I	I							M	0	0	0, 4, 1		0	0
30	27	207/2	1.0	3/4	3/4	4/4	1	1		V7		A	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	28	209/2	1.0	0	0	4/4	1	1		I		A	III	I	I	I							M	0	0	0, 4, 1		0	0
31	28	211/2	1.0	1/4	1/4	4/4	1	1		V7		A	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	28	213/2	1.0	1/2	1/2	4/4	1	1		I		A	III	I	I	I							M	0	0	0, 4, 1		0	0
31	28	215/2	1.0	3/4	3/4	4/4	1	1		V7		A	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	29	217/2	1.0	0	0	4/4	1	1		I]		A	III	I	I	I							M	0	0	0, 4, 1		0	0
32	29	219/2	1.0	1/4	1/4	4/4	1	1		ii6		A	III		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
32	29	221/2	2.0	1/2	1/2	4/4	1	1		V		A	III		V	V							M	0	0	1, 5, 2		1	1
33	30	225/2	3.0	0	0	4/4	1	1		I[I\\		A	III	I	I	I						\\	M	0	0	0, 4, 1		0	0
33	30	231/2	1.0	3/4	3/4	4/4	1	1		V7		A	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	31	233/2	1.0	0	0	4/4	1	1		I		A	III	I	I	I							M	0	0	0, 4, 1		0	0
34	31	235/2	1.0	1/4	1/4	4/4	1	1		V7		A	III	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	31	237/2	1.0	1/2	1/2	4/4	1	1		I]		A	III	I	I	I							M	0	0	0, 4, 1		0	0
34	31	239/2	1.0	3/4	3/4	4/4	1	1		i.iio6		A	i		iio6	ii	o	6					o	0	1	-1, -4, 2		2	-1
35	32	241/2	1.0	0	0	4/4	1	1		V		A	i		V	V							M	0	1	1, 5, 2		1	1
35	32	243/2	1.0	1/4	1/4	4/4	1	1		V7		A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
35	32	245/2	1.0	1/2	1/2	4/4	1	1		i(4)		A	i		i(4)	i			4				m	0	1	0, -1, 1		0	0
35	32	247/2	1.0	3/4	3/4	4/4	1	1		i		A	i		i	i							m	0	1	0, -3, 1		0	0
36	33	249/2	4.0	0	0	4/4	1	1		V		A	i		V	V							M	0	1	1, 5, 2		1	1
37	34	257/2	2.0	0	0	4/4	1	1		V		A	i		V	V							M	0	1	1, 5, 2		1	1
37	34	261/2	4.75	1/2	1/2	4/4	1	1		V7		A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
38	35	541/4	0.25	11/16	11/16	4/4	1	1		#viio7		A	i		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
38	35	271/2	0.75	3/4	3/4	4/4	1	1		i6		A	i		i6	i		6					m	0	1	-3, 1, 0		0	-3
38	35	545/4	0.25	15/16	15/16	4/4	1	1		#viio6		A	i		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
39	36	273/2	1.0	0	0	4/4	1	1		i		A	i		i	i							m	0	1	0, -3, 1		0	0
39	36	275/2	1.0	1/4	1/4	4/4	1	1		iv7		A	i		iv7	iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
39	36	277/2	2.0	1/2	1/2	4/4	1	1		V		A	i		V	V							M	0	1	1, 5, 2		1	1
40	37			0	0	4/4	1	1	1	i\\		A	i		i	i						\\	m	0	1	0, -3, 1		0	0
41	37	281/2	4.0	0	0	4/4	1	1	2	i\\		A	i		i	i						\\	m	0	1	0, -3, 1		0	0
