mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
5	4	21/4	21/4	0.25		0	0	Chord	3/8	2	1	1/16		1/16	1	38												
5	4	11/2	11/2	0.25		1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	39												
5	4	23/4	23/4	0.25		1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	40												
5	4	6	6	0.25		3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	41												
5	4	25/4	25/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6_			
5	4	25/4	25/4	0.25		1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	42												
5	4	13/2	13/2	0.25		5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	43												
6	5	27/4	27/4	0.0		0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	44												
6	5	27/4	27/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	45												
6	5	29/4	29/4	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	46												
6	5	31/4	31/4	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	47												
6	5	27/4	27/4	0.0		0	0	FiguredBass	3/8	2	1	0												1/8	_			
6	5	27/4	27/4	0.25		0	0	Chord	3/8	2	1	1/16		1/16	1	48												
6	5	7	7	0.25		1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	49												
6	5	29/4	29/4	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/8	5/_			
6	5	29/4	29/4	0.25		1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	50												
6	5	15/2	15/2	0.25		3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	51												
6	5	31/4	31/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	7	#3_		
6	5	31/4	31/4	0.25		1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	52												
6	5	8	8	0.25		5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	53												
7	6	33/4	33/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	54	ornamentShortTrill											
7	6	35/4	35/4	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	55												
7	6	37/4	37/4	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	56												
7	6	33/4	33/4	0.0		0	0	FiguredBass	3/8	2	1	0												1/8	_			
7	6	33/4	33/4	0.25		0	0	Chord	3/8	2	1	1/16		1/16	1	57												
7	6	17/2	17/2	0.25		1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	58												
7	6	35/4	35/4	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/8	5/_			
7	6	35/4	35/4	0.25		1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	59												
7	6	9	9	0.25		3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	60												
7	6	37/4	37/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	7	#3_		
7	6	37/4	37/4	0.25		1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	61												
7	6	19/2	19/2	0.25		5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	62												
8	7	39/4	39/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	63												
8	7	41/4	41/4	0.25		1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	64												
8	7	21/2	21/2	0.25		3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	65												3
8	7	43/4	43/4	0.25		1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	66	ornamentShortTrill											
8	7	11	11	0.25		5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	67												
8	7	39/4	39/4	0.0		0	0	FiguredBass	3/8	2	1	0												1/4	_			
8	7	39/4	39/4	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	68												
8	7	41/4	41/4	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	69												
8	7	43/4	43/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6	4+	3	
8	7	43/4	43/4	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	70												
9	8	45/4	45/4	0.0		0	0	StaffText	3/8	1	1	0						)										
9	8	45/4	45/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	71												
9	8	47/4	47/4	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	72												
9	8	49/4	49/4	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	73	ornamentShortTrill											
9	8	45/4	45/4	0.0		0	0	FiguredBass	3/8	2	1	0												1/8	#3			
9	8	45/4	45/4	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	74												
9	8	47/4	47/4	0.25		1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	75												
9	8	45/4	45/4	1.0		0	0	Chord	3/8	2	2	1/4		1/4	1	76												
10	9	51/4	51/4	0.0		0	0	Chord	3/8	1	1	0	grace4	1/8	1	77												
10	9	51/4	51/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	78	ornamentMordent											
10	9	53/4	53/4	0.25		1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	79												
10	9	27/2	27/2	0.25		3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	80												4
10	9	55/4	55/4	0.25		1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	81	ornamentShortTrill											
10	9	14	14	0.25		5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	82												
10	9	53/4	53/4	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6			
10	9	53/4	53/4	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	83												
10	9	55/4	55/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	5/			
10	9	55/4	55/4	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	84												
11	10	57/4	57/4	0.0		0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	85												
11	10	57/4	57/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	86	ornamentMordent											
11	10	59/4	59/4	0.25		1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	87												
11	10	15	15	0.25		3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	88												5
11	10	61/4	61/4	0.25		1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	89	ornamentShortTrill											
11	10	31/2	31/2	0.25		5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	90												
11	10	57/4	57/4	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	91												
11	10	59/4	59/4	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6			
11	10	59/4	59/4	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	92												
11	10	61/4	61/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	5/			
11	10	61/4	61/4	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	93												
12	11	63/4	63/4	0.0		0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	94												
12	11	63/4	63/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	95	ornamentMordent											
12	11	65/4	65/4	0.25		1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	96												
12	11	33/2	33/2	0.25		3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	97												6
12	11	67/4	67/4	0.25		1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	98	ornamentShortTrill											
12	11	17	17	0.25		5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	99												
12	11	63/4	63/4	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	100												7
12	11	65/4	65/4	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	101	ornamentShortTrill											
12	11	67/4	67/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6			
12	11	67/4	67/4	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	102												
13	12	69/4	69/4	0.0		0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	103												
13	12	69/4	69/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	104												
13	12	71/4	71/4	0.0		1/8	1/8	StaffText	3/8	1	1	0						)										
13	12	71/4	71/4	0.0		1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	105												
13	12	71/4	71/4	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	106	ornamentShortTrill											
13	12	73/4	73/4	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	107												
13	12	69/4	69/4	0.25		0	0	Chord	3/8	2	1	1/16		1/16	1	108												
13	12	35/2	35/2	0.25		1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	109												
13	12	71/4	71/4	0.25		1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	110												
13	12	18	18	0.25		3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	111												
13	12	73/4	73/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6_			
13	12	73/4	73/4	0.25		1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	112												
13	12	37/2	37/2	0.125		5/16	5/16	Chord	3/8	2	1	1/32		1/32	1	113												
13	12	149/8	149/8	0.125		11/32	11/32	Chord	3/8	2	1	1/32		1/32	1	114												
14	13	75/4	75/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	115	ornamentShortTrill											
14	13	77/4	77/4	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	116												
14	13	79/4	79/4	0.0		1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	117												
14	13	79/4	79/4	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	118												
14	13	75/4	75/4	0.0		0	0	FiguredBass	3/8	2	1	0												1/8	3_			
14	13	75/4	75/4	0.25		0	0	Chord	3/8	2	1	1/16		1/16	1	119												
14	13	19	19	0.25		1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	120												
14	13	77/4	77/4	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/8	3_			
14	13	77/4	77/4	0.25		1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	121												
14	13	39/2	39/2	0.25		3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	122												
14	13	79/4	79/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	_			
14	13	79/4	79/4	0.25		1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	123												
14	13	20	20	0.125		5/16	5/16	Chord	3/8	2	1	1/32		1/32	1	124												
14	13	161/8	161/8	0.125		11/32	11/32	Chord	3/8	2	1	1/32		1/32	1	125												
15	14	81/4	81/4	0.0		0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	126												
15	14	81/4	81/4	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	127												
15	14	83/4	83/4	0.0		1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	128												
15	14	83/4	83/4	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	129												
15	14	85/4	85/4	0.0		1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	130												
15	14	85/4	85/4	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	131	ornamentMordent											
15	14	81/4	81/4	0.25		0	0	Chord	3/8	2	1	1/16		1/16	1	132												
15	14	41/2	41/2	0.25		1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	133												
15	14	83/4	83/4	0.25		1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	134												
15	14	21	21	0.25		3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	135												
15	14	85/4	85/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6_			
15	14	85/4	85/4	0.25		1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	136												
15	14	43/2	43/2	0.25		5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	137												
16	15	87/4	87/4	0.25		0	0	Chord	3/8	1	1	1/16		1/16	1	138												
16	15	22	22	0.25		1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	139												
16	15	89/4	89/4	0.75		1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	140	ornamentShortTrill											
16	15	23	23	0.25		5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	141												
16	15	87/4	87/4	0.0		0	0	FiguredBass	3/8	2	1	0												1/8	6	5_		
16	15	87/4	87/4	0.25		0	0	Chord	3/8	2	1	1/16		1/16	1	142												
16	15	22	22	0.25		1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	143												
16	15	89/4	89/4	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/4	3_			
16	15	89/4	89/4	1.0		1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	144												
16	15	91/4	91/4	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	7			
16	15	89/4	89/4	0.5		1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	145												
16	15	91/4	91/4	0.5		1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	146												
17	16		93/4	0.0	1	0	0	StaffText	3/8	1	1	0						)										
17	16		93/4	0.75	1	0	0	Chord	3/8	1	1	3/16		1/8	3/2	147												
17	16		93/4	0.0	1	0	0	StaffText	3/8	2	1	0						)										
17	16		93/4	0.75	1	0	0	Chord	3/8	2	1	3/16		1/8	3/2	148												
18	16	93/4	24	0.75	2	0	0	Chord	3/8	1	1	3/16		1/8	3/2	149												
18	16	24	99/4	0.25	2	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	150												
18	16	97/4	25	0.5	2	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	151												
18	16	93/4	24	0.5	2	0	0	Chord	3/8	2	1	1/8		1/8	1	152												
18	16	95/4	49/2	0.0	2	1/8	1/8	StaffText	3/8	2	1	0						Reprise										
18	16	95/4	49/2	0.5	2	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	153												
18	16	97/4	25	0.0	2	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	4+	3		
18	16	97/4	25	0.5	2	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	154												
19	17	99/4	51/2	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	155	ornamentShortTrill											8
19	17	101/4	26	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	156	ornamentMordent											
19	17	103/4	53/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	157												
19	17	99/4	51/2	0.0		0	0	FiguredBass	3/8	2	1	0												3/8	#3_			
19	17	99/4	51/2	0.75		0	0	Chord	3/8	2	1	3/16		1/8	3/2	158												
19	17	51/2	105/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	159												
19	17	103/4	53/2	0.25		1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	160												
19	17	26	107/4	0.25		5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	161												
20	18	105/4	27	0.75		0	0	Chord	3/8	1	1	3/16		1/8	3/2	162												
20	18	27	111/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	163												
20	18	109/4	28	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	164	ornamentShortTrill											
20	18	105/4	27	0.0		0	0	FiguredBass	3/8	2	1	0												1/4	6_			
20	18	105/4	27	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	165												
20	18	107/4	55/2	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	166												
20	18	109/4	28	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6	4+	3	
20	18	109/4	28	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	167												
21	19	111/4	57/2	0.25		0	0	Chord	3/8	1	1	1/16		1/16	1	168												
21	19	28	115/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	169												
21	19	113/4	29	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	170	ornamentShortTrill											9
21	19	115/4	59/2	0.375		1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	171												
21	19	233/8	239/8	0.125		11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	172												
21	19	111/4	57/2	0.0		0	0	FiguredBass	3/8	2	1	0												1/8	7	5	2	
21	19	111/4	57/2	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	173												
21	19	113/4	29	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/8	5	4		
21	19	113/4	29	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	174												
21	19	115/4	59/2	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/4	7	#3		
21	19	115/4	59/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	175												
22	20	117/4	30	0.0		0	0	StaffText	3/8	1	1	0						)										
22	20	117/4	30	0.0		0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	176												
22	20	117/4	30	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	177	ornamentMordent											
22	20	119/4	61/2	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	178												
22	20	121/4	31	0.0		1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	179												
22	20	121/4	31	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	180												
22	20	117/4	30	1.0		0	0	Chord	3/8	2	1	1/4		1/4	1	181												
22	20	119/4	61/2	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/4	6	4_		
23	21	123/4	63/2	0.0		0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	182												
23	21	123/4	63/2	0.5		0	0	Chord	3/8	1	1	1/8		1/8	1	183	ornamentShortTrill											
23	21	125/4	32	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	184												
23	21	127/4	65/2	0.0		1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	185												
23	21	127/4	65/2	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	186												
23	21	123/4	63/2	0.0		0	0	FiguredBass	3/8	2	1	0												1/8	h7			
23	21	123/4	63/2	1.0		0	0	Chord	3/8	2	1	1/4		1/4	1	187												
23	21	125/4	32	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/4	6	4_		
24	22	129/4	33	0.75		0	0	Chord	3/8	1	1	3/16		1/8	3/2	188	ornamentShortTrill											
24	22	33	135/4	0.25		3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	189												
24	22	133/4	34	0.0		1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	190												
24	22	133/4	34	0.5		1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	191	ornamentMordent											
24	22	129/4	33	0.0		0	0	FiguredBass	3/8	2	1	0												1/4	7_			
24	22	129/4	33	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	192												
24	22	131/4	67/2	0.25		1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	193												
24	22	33	135/4	0.25		3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	194												
24	22	133/4	34	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6	4+	3	
24	22	133/4	34	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	195												
25	23	135/4	69/2	0.25		0	0	Chord	3/8	1	1	1/16		1/16	1	196												
25	23	34	139/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	197												
25	23	137/4	35	0.75		1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	198	ornamentShortTrill											
25	23	35	143/4	0.25		5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	199												
25	23	135/4	69/2	0.0		0	0	FiguredBass	3/8	2	1	0												1/8	6	5	h3	
25	23	135/4	69/2	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	200												
25	23	137/4	35	0.0		1/8	1/8	FiguredBass	3/8	2	1	0												1/8	5	4		
25	23	137/4	35	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	201												
25	23	139/4	71/2	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	7	#3		
25	23	139/4	71/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	202												
26	24	141/4	36	1.0		0	0	Chord	3/8	1	1	1/4		1/4	1	203												
26	24	141/4	36	0.0		0	0	StaffText	3/8	2	1	0						)										
26	24	141/4	36	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	204												
26	24	143/4	73/2	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	205												10
26	24	145/4	37	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	206	ornamentShortTrill											
27	25	37	151/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	207												
27	25	149/4	38	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	208	ornamentShortTrill											11
27	25	151/4	77/2	0.375		1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	209												
27	25	305/8	311/8	0.125		11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	210												
27	25	147/4	75/2	0.0		0	0	FiguredBass	3/8	2	1	0												1/4	#5			
27	25	147/4	75/2	1.0		0	0	Chord	3/8	2	1	1/4		1/4	1	211												
27	25	151/4	77/2	0.0		1/4	1/4	FiguredBass	3/8	2	1	0												1/8	7	#3		
27	25	151/4	77/2	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	212												
28	26	153/4	39	0.0		0	0	StaffText	3/8	1	1	0						)										
28	26	153/4	39	0.0		0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	213												
28	26	153/4	39	1.5		0	0	Chord	3/8	1	1	3/8		1/4	3/2	214	ornamentMordent											
28	26	153/4	39	0.0		0	0	StaffText	3/8	2	1	0						)										
28	26	153/4	39	0.5		0	0	Chord	3/8	2	1	1/8		1/8	1	215												
28	26	155/4	79/2	0.5		1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	216												12
28	26	157/4	40	0.5		1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	217	ornamentShortTrill											
29	27	40	163/4	0.25		1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	218												
29	27	161/4	41	0.5		1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	219												13
29	27	163/4	83/2	0.375		1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	220	ornamentShortTrill											
29	27	329/8	335/8	0.125		11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	221												
29	27	159/4	81/2	0.0		0	0	FiguredBass	3/8	2	1	0												3/8	7	#5_		
