mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
50	50	266	266	0.0	1/2	1/2	StaffText	6/4	1	1	0						♭											
50	50	266	266	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	506	ornamentShortTrill												
50	50	269	269	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	507													
50	50	264	264	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	508													
50	50	266	266	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	509	ornamentShortTrill												
50	50	269	269	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	510													
50	50	264	264	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	h3				
50	50	264	264	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	511													
50	50	266	266	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	4+_				
50	50	266	266	3.0	1/2	1/2	Chord	6/4	3	1	3/4		1/2	3/2	512													
50	50	269	269	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	513													
51	51	270	270	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	514													
51	51	273	273	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	515													
51	51	274	274	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	516													
51	51	275	275	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	517													
51	51	270	270	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	518													
51	51	273	273	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	519													
51	51	274	274	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	520													
51	51	275	275	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	521													
51	51	270	270	0.0	0	0	FiguredBass	6/4	3	1	0												1	7	#5_			
51	51	270	270	0.0	0	0	Chord	6/4	3	1	0	appoggiatura	1/8	1	522													
51	51	270	270	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	523													
51	51	273	273	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	524													
51	51	274	274	0.0	1	1	FiguredBass	6/4	3	1	0												1/4	6	4+			
51	51	274	274	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	525	ornamentShortTrill												
51	51	275	275	0.0	5/4	5/4	FiguredBass	6/4	3	1	0												1/4	h6				
51	51	275	275	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	526													
52	52	276	276	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	527													
52	52	278	278	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	528	ornamentShortTrill												
52	52	281	281	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	529													
52	52	276	276	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	530													
52	52	278	278	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	531	ornamentShortTrill												
52	52	281	281	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	532													
52	52	276	276	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	b3				
52	52	276	276	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	533													
52	52	278	278	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	h3_				
52	52	278	278	2.0	1/2	1/2	Chord	6/4	3	1	1/2		1/2	1	534													
52	52	280	280	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	7				
52	52	280	280	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	535													
53	53	282	282	4.0	0	0	Chord	6/4	1	1	1		1	1	536													
53	53	282	282	4.0	0	0	Chord	6/4	2	1	1		1	1	537													
53	53	282	282	0.0	0	0	FiguredBass	6/4	3	1	0												1	b3				
53	53	282	282	4.0	0	0	Chord	6/4	3	1	1		1	1	538													
54	54	288	288	0.0	0	0	StaffText	6/4	1	1	0						fort											
54	54	288	288	2.0	0	0	Chord	6/4	1	1	1/2		1/2	1	539													
54	54	290	290	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	540													
54	54	293	293	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	541													
54	54	288	288	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	542													
54	54	290	290	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	543													
54	54	293	293	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	544													
54	54	288	288	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	h3				
54	54	288	288	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	545													
54	54	290	290	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	4+_				
54	54	290	290	3.0	1/2	1/2	Chord	6/4	3	1	3/4		1/2	3/2	546	ornamentShortTrill												
54	54	293	293	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	547													
55	55	294	294	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	548													
55	55	297	297	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	549													
55	55	298	298	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	550													
55	55	294	294	3.0	0	0	Chord	6/4	2	1	3/4		1/2	3/2	551													
55	55	297	297	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	552													
55	55	298	298	2.0	1	1	Chord	6/4	2	1	1/2		1/2	1	553													
55	55	294	294	0.0	0	0	FiguredBass	6/4	3	1	0												1	#6_				
55	55	294	294	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	554	ornamentShortTrill												
55	55	297	297	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	555													
55	55	298	298	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	556													
56	56	300	300	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	557													
56	56	301	301	1.0	1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	558													
56	56	302	302	2.0	1/2	1/2	Chord	6/4	1	1	1/2		1/2	1	559	ornamentShortTrill												14
56	56	304	304	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	560													
56	56	305	305	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	561													
56	56	300	300	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	562													
56	56	301	301	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	563													
56	56	302	302	2.0	1/2	1/2	Chord	6/4	2	1	1/2		1/2	1	564	ornamentShortTrill												15
56	56	304	304	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	565													
56	56	305	305	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	566													
56	56	300	300	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	5/				
56	56	300	300	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	567													
56	56	302	302	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	_				
56	56	302	302	2.0	1/2	1/2	Chord	6/4	3	1	1/2		1/2	1	568													
56	56	304	304	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	569													
57	57	306	306	0.0	0	0	StaffText	6/4	1	1	0						)											
57	57	306	306	6.0	0	0	Chord	6/4	1	1	3/2		1	3/2	570	ornamentShortTrill												
57	57	306	306	0.0	0	0	StaffText	6/4	2	1	0						)											
57	57	306	306	6.0	0	0	Chord	6/4	2	1	3/2		1	3/2	571	ornamentShortTrill												
57	57	306	306	0.0	0	0	FiguredBass	6/4	3	1	0												3/2	#3_				
57	57	306	306	3.0	0	0	Chord	6/4	3	1	3/4		1/2	3/2	572													
57	57	309	309	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	573													
57	57	310	310	1.0	1	1	Chord	6/4	3	1	1/4		1/4	1	574													
57	57	311	311	1.0	5/4	5/4	Chord	6/4	3	1	1/4		1/4	1	575													
58	58	312	312	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	576													
58	58	313	313	1.0	1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	577													
58	58	314	314	1.0	1/2	1/2	Chord	6/4	1	1	1/4		1/4	1	578													
58	58	315	315	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	579													
58	58	316	316	1.0	1	1	Chord	6/4	1	1	1/4		1/4	1	580	ornamentShortTrill												
58	58	317	317	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	581													
58	58	312	312	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	582													16
58	58	314	314	1.0	1/2	1/2	Chord	6/4	2	1	1/4		1/4	1	583													
58	58	315	315	1.0	3/4	3/4	Chord	6/4	2	1	1/4		1/4	1	584													
58	58	316	316	1.0	1	1	Chord	6/4	2	1	1/4		1/4	1	585													
58	58	317	317	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	586													
58	58	312	312	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	5/				
58	58	312	312	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	587													
58	58	314	314	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1/2	b3_				
58	58	314	314	1.0	1/2	1/2	Chord	6/4	3	1	1/4		1/4	1	588													
58	58	315	315	1.0	3/4	3/4	Chord	6/4	3	1	1/4		1/4	1	589													
58	58	316	316	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	6	4+	3		
58	58	316	316	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	590													
59	59	318	318	3.0	0	0	Chord	6/4	1	1	3/4		1/2	3/2	591													
59	59	321	321	1.0	3/4	3/4	Chord	6/4	1	1	1/4		1/4	1	592													
59	59	322	322	2.0	1	1	Chord	6/4	1	1	1/2		1/2	1	593	ornamentShortTrill												
59	59	318	318	1.0	0	0	Chord	6/4	2	1	1/4		1/4	1	594	ornamentShortTrill												
59	59	319	319	1.0	1/4	1/4	Chord	6/4	2	1	1/4		1/4	1	595													
59	59	320	320	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	596													
59	59	323	323	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	597													
59	59	318	318	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	#6				
59	59	318	318	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	598													
59	59	320	320	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1/2	7	#5	3	2	
59	59	320	320	4.0	1/2	1/2	Chord	6/4	3	1	1		1	1	599													
59	59	322	322	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	6				
60	60	324	324	1.0	0	0	Chord	6/4	1	1	1/4		1/4	1	600													
60	60	325	325	1.0	1/4	1/4	Chord	6/4	1	1	1/4		1/4	1	601													
60	60	326	326	3.0	1/2	1/2	Chord	6/4	1	1	3/4		1/2	3/2	602	ornamentShortTrill												
60	60	329	329	1.0	5/4	5/4	Chord	6/4	1	1	1/4		1/4	1	603													
60	60	324	324	2.0	0	0	Chord	6/4	2	1	1/2		1/2	1	604													
60	60	326	326	3.0	1/2	1/2	Chord	6/4	2	1	3/4		1/2	3/2	605	ornamentShortTrill												
60	60	329	329	1.0	5/4	5/4	Chord	6/4	2	1	1/4		1/4	1	606													
60	60	324	324	0.0	0	0	FiguredBass	6/4	3	1	0												1/2	6	5	b3		
60	60	324	324	2.0	0	0	Chord	6/4	3	1	1/2		1/2	1	607													
60	60	326	326	0.0	1/2	1/2	FiguredBass	6/4	3	1	0												1	#3_				
60	60	326	326	2.0	1/2	1/2	Chord	6/4	3	1	1/2		1/2	1	608													
60	60	328	328	0.0	1	1	FiguredBass	6/4	3	1	0												1/2	7				
60	60	328	328	2.0	1	1	Chord	6/4	3	1	1/2		1/2	1	609													
61	61	330	330	6.0	0	0	Chord	6/4	1	1	3/2		1	3/2	610													
61	61	330	330	6.0	0	0	Chord	6/4	2	1	3/2		1	3/2	611													
61	61	330	330	6.0	0	0	Chord	6/4	3	1	3/2		1	3/2	612													
