mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	system_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
5	4	5	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	19										0
5	4	11/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	20	ornamentShortTrill									
5	4	23/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	21										
5	4	6	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	22										
5	4	25/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	23										
5	4	5	0.0	0	0	FiguredBass	3/8	2	1	0											1/8	5	4		
5	4	5	0.0	0	0	StaffText	3/8	2	1	0							            )								
5	4	5	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	24										
5	4	11/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/4	3_			
5	4	6	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	7			
5	4	6	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	25										
6	5	13/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	26	ornamentShortTrill									
6	5	7	0.0	1/8	1/8	StaffText	3/8	1	1	0							)								
6	5	7	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura		1/8	1	27										
6	5	7	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	28										
6	5	15/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	29										
6	5	13/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	30										
6	5	7	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	31										
6	5	15/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	32										
7	6	8	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	33										
7	6	17/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	34										
7	6	9	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura		1/8	1	35										
7	6	9	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	36										
7	6	8	0.0	0	0	StaffText	3/8	2	1	0							         )								
7	6	8	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	37										
7	6	9	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	38										
8	7	19/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	39	ornamentShortTrill									
8	7	10	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura		1/8	1	40										
8	7	10	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	41										
8	7	21/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	42										
8	7	19/2	0.0	0	0	FiguredBass	3/8	2	1	0											3/8	h3_			
8	7	19/2	0.75	0	0	Chord	3/8	2	1	3/16			1/8	3/2	43										
8	7	41/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	44										
8	7	21/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	45										
8	7	43/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	46										
9	8	11	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	47										1
9	8	23/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	48	ornamentShortTrill									
9	8	47/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	49										
9	8	12	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	50										
9	8	49/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	51										
9	8	11	0.0	0	0	FiguredBass	3/8	2	1	0											1/8	6			
9	8	11	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	52										
9	8	23/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/8	6	5		
9	8	23/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	53										
9	8	12	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	h3			
9	8	12	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	54										
10	9	25/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	55										
10	9	51/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	56										
10	9	13	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	57	ornamentShortTrill									
10	9	53/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	58										
10	9	27/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura		1/8	1	59										
10	9	27/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	60	ornamentMordent									
10	9	25/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	61										
10	9	13	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/8	7	h3		
10	9	13	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	62										
10	9	27/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	5			
10	9	27/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	63										
11	10	14	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	64										
11	10	57/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	65										
11	10	29/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	66	ornamentShortTrill									
11	10	61/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	67										
11	10	14	0.0	0	0	FiguredBass	3/8	2	1	0											1/8	6	5		
11	10	14	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	68										
11	10	29/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/4	h3_			
11	10	29/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	69										
11	10	15	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	70										
12	11	31/2	0.0	0	0	StaffText	3/8	1	1	0							             )								
12	11	31/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	71										
12	11	33/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	72										
12	11	31/2	0.0	0	0	FiguredBass	3/8	2	1	0											3/8	_			
12	11	31/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	73										2
12	11	16	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	74	ornamentShortTrill									
12	11	65/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	75										
12	11	33/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	76										
12	11	67/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	77										
13	12	17	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	78										
13	12	35/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	79										
13	12	18	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura		1/8	1	80										
13	12	18	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	81										
13	12	17	0.0	0	0	FiguredBass	3/8	2	1	0											1/4	6			
13	12	17	0.0	0	0	StaffText	3/8	2	1	0							        )								
13	12	17	1.0	0	0	Chord	3/8	2	1	1/4			1/4	1	82	ornamentShortTrill									
13	12	18	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	83										
14	13	37/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	84	ornamentShortTrill									
14	13	75/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	85										
14	13	19	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	86										
14	13	77/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	87										
14	13	39/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	88										
14	13	79/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	89										
14	13	37/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	90										
14	13	19	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	91										
14	13	39/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	92										
15	14	20	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	93										
15	14	81/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	94										
15	14	41/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	95										
15	14	83/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	96										
15	14	21	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	97										
15	14	85/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	98										
15	14	20	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	99										
15	14	81/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	100										
15	14	41/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	101										
15	14	83/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	102										
15	14	21	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	103										
15	14	85/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	104										
16	15	43/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	105	ornamentShortTrill									
16	15	22	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura		1/8	1	106										
16	15	22	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	107										
16	15	91/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	108										
16	15	43/2	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	109										
16	15	87/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	110										
16	15	22	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/16	6			
16	15	22	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	111										
16	15	89/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	112										
16	15	45/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	113										
16	15	91/4	0.0	5/16	5/16	FiguredBass	3/8	2	1	0											1/16	b7			
16	15	91/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	114										
17	16	23	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	115										
17	16	47/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	116	ornamentMordent									
17	16	97/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	117										
17	16	23	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	118										
17	16	93/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	119										
17	16	47/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/4	6_			
17	16	47/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	120										
17	16	95/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	121										
17	16	24	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	122										
17	16	97/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	123										
18	17	49/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	124	ornamentShortTrill									
18	17	25	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	125										
18	17	51/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	126										
18	17	49/2	0.0	0	0	FiguredBass	3/8	2	1	0											1/4	_			
18	17	49/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	127										
18	17	25	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	128										
18	17	51/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	5/			
18	17	51/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	129										
19	18	26	0.0	0	0	Chord	3/8	1	1	0	appoggiatura		1/8	1	130										
19	18	26	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	131	ornamentMordent									
19	18	105/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	132										
19	18	53/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	133	ornamentShortTrill									
19	18	109/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	134										
19	18	26	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	135										
19	18	53/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	136										
19	18	109/4	0.0	5/16	5/16	FiguredBass	3/8	2	1	0											1/16	7			
19	18	109/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	137										
20	19	55/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	138										
20	19	115/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	139										
20	19	55/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	140										
20	19	28	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	141										
20	19	57/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	142										
21	20	29	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	143										
21	20	59/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	144	ornamentShortTrill									
21	20	121/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	145										
21	20	29	0.0	0	0	FiguredBass	3/8	2	1	0											1/8	6			
21	20	29	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	146										
21	20	59/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/8	5			
21	20	59/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	147										
21	20	30	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	5			
21	20	30	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	148										
22	21	61/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	149	ornamentShortTrill									
22	21	31	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	150										
22	21	63/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	151										
22	21	61/2	0.0	0	0	FiguredBass	3/8	2	1	0											1/4	7	2_	5	
22	21	61/2	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	152										
22	21	123/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	153										
22	21	31	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	154										
22	21	125/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	155										
22	21	63/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	6_			
22	21	63/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	156										
22	21	127/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	157										
23	22	32	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	158										
23	22	129/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	159										
23	22	65/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	160										
23	22	131/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	161										
23	22	33	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	162										
23	22	133/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	163										
23	22	32	0.0	0	0	FiguredBass	3/8	2	1	0											1/8	4			
23	22	32	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	164										
23	22	65/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/8	h3			
23	22	65/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	165										
23	22	133/4	0.0	5/16	5/16	FiguredBass	3/8	2	1	0											1/16	7	h3		
23	22	133/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	166										
24	23	67/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	167	ornamentShortTrill									
24	23	34	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura		1/8	1	168										
24	23	34	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	169										
24	23	139/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	170										
24	23	67/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	171										
24	23	34	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	172										
24	23	69/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	173										
25	24	35	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	174										
25	24	71/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	175										
25	24	36	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura		1/8	1	176										
25	24	36	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	177										
25	24	35	0.0	0	0	FiguredBass	3/8	2	1	0											3/8	6_			
25	24	35	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	178										
25	24	71/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	179										
25	24	145/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	180										
26	25	73/2	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	181	ornamentShortTrill									
26	25	151/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	182										
26	25	73/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	183										
26	25	37	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	184										
26	25	75/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	185										
27	26	38	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	186										
27	26	153/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	187										
27	26	77/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	188										
27	26	155/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	189										
27	26	39	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	190										
27	26	157/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	191										
27	26	38	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	192										
27	26	153/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	193										
27	26	77/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/4	6	5_		
27	26	77/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	194										
27	26	155/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	195										
27	26	39	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	196										
27	26	157/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	197										
28	27	79/2	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	198	ornamentShortTrill									
28	27	40	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura		1/8	1	199										
28	27	40	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	200										
28	27	163/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	201										
28	27	79/2	0.0	0	0	FiguredBass	3/8	2	1	0											3/8	#3_			
28	27	79/2	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	202										
28	27	159/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	203										
28	27	40	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	204										
28	27	161/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	205										
28	27	81/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	206										
28	27	163/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	207										
29	28	41	0.5	0	0	Chord	3/8	1	1	1/8			1/8	1	208	ornamentShortTrill									
29	28	83/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura		1/8	1	209										
29	28	83/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8			1/8	1	210	ornamentMordent									
29	28	42	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	211										
29	28	41	0.0	0	0	FiguredBass	3/8	2	1	0											1/8	#3_			
29	28	41	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	212										
29	28	165/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	213										
29	28	83/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/4	6_			
29	28	83/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	214										
29	28	167/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	215										
29	28	42	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	216										
29	28	169/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	217										
30	29	85/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura		1/8	1	218										
30	29	85/2	0.75	0	0	Chord	3/8	1	1	3/16			1/8	3/2	219	ornamentMordent									
30	29	173/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	220										
30	29	87/2	0.0	1/4	1/4	StaffText	3/8	1	1	0							♯								
30	29	87/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8			1/8	1	221	ornamentMordent									
30	29	85/2	0.0	0	0	FiguredBass	3/8	2	1	0											1/4	_			
30	29	85/2	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	222										
30	29	171/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	223										
30	29	43	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	224										
30	29	173/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	225										
30	29	87/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	5_			
30	29	87/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	226										
30	29	175/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	227										
31	30	44	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	228										3
31	30	355/8	0.041666666666666664	3/32	3/32	Chord	3/8	1	1	1/96			1/64	2/3	229										3
31	30	533/12	0.041666666666666664	5/48	5/48	Chord	3/8	1	1	1/96			1/64	2/3	230										3
31	30	1067/24	0.041666666666666664	11/96	11/96	Chord	3/8	1	1	1/96			1/64	2/3	231										3
31	30	89/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	232	ornamentShortTrill									
31	30	181/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	233										
31	30	44	0.0	0	0	FiguredBass	3/8	2	1	0											1/8	6	5	h3	
31	30	44	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	234										
31	30	89/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0											1/4	#3_			
31	30	89/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8			1/8	1	235										
31	30	45	0.0	1/4	1/4	FiguredBass	3/8	2	1	0											1/8	7			
31	30	45	0.5	1/4	1/4	Chord	3/8	2	1	1/8			1/8	1	236										
32	31	91/2	0.375	0	0	Chord	3/8	1	1	3/32			1/16	3/2	237										4
32	31	367/8	0.0625	3/32	3/32	Chord	3/8	1	1	1/64			1/64	1	238										4
32	31	735/16	0.0625	7/64	7/64	Chord	3/8	1	1	1/64			1/64	1	239										
32	31	46	0.75	1/8	1/8	Chord	3/8	1	1	3/16			1/8	3/2	240	ornamentShortTrill									
32	31	187/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	241										
32	31	91/2	0.75	0	0	Chord	3/8	2	1	3/16			1/8	3/2	242										
32	31	185/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	243										
32	31	93/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	244										
32	31	187/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	245										
33	32	47	1.0	0	0	Chord	3/8	1	1	1/4			1/4	1	246	ornamentShortTrill									
33	32	47	0.25	0	0	Chord	3/8	2	1	1/16			1/16	1	247										
33	32	189/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16			1/16	1	248										
33	32	95/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16			1/16	1	249										
33	32	191/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16			1/16	1	250										
33	32	48	0.25	1/4	1/4	Chord	3/8	2	1	1/16			1/16	1	251										
33	32	193/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16			1/16	1	252										
34	33	97/2	0.25	0	0	Chord	3/8	1	1	1/16			1/16	1	253										5
34	33	195/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16			1/16	1	254										
34	33	49	0.25	1/8	1/8	Chord	3/8	1	1	1/16			1/16	1	255										6
34	33	197/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16			1/16	1	256										
34	33	99/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16			1/16	1	257										7
34	33	199/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16			1/16	1	258										
34	33	97/2	0.0	0	0	FiguredBass	3/8	2	1	0											1/8	6			
34	33	97/2	0.5	0	0	Chord	3/8	2	1	1/8			1/8	1	259										
