mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur	TextLine
81	81	240	240	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	770												
81	81	481/2	481/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	771												
81	81	241	241	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	772												
81	81	483/2	483/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	773												
81	81	242	242	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	774												
81	81	485/2	485/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	775												
81	81	240	240	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	776												
82	82	243	243	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>doux</i>"										
82	82	243	243	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	777											56	
82	82	975/4	975/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	778											56	
82	82	1951/8	1951/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	779												
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	780											57	
82	82	245	245	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	781	ornamentShortTrill											
82	82	983/4	983/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	782												
82	82	243	243	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	783												
82	82	975/4	975/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	784												
82	82	1951/8	1951/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	785												
82	82	244	244	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	7			
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	786											58	
82	82	245	245	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	787	ornamentShortTrill											
82	82	983/4	983/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	788												
82	82	243	243	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	789												
83	83	246	246	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	790											59	
83	83	247	247	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	791	ornamentShortTrill											
83	83	991/4	991/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	792												
83	83	1983/8	1983/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	793												
83	83	248	248	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	794												
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	795	ornamentMordent											
83	83	246	246	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	796											60	
83	83	247	247	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	797	ornamentShortTrill											
83	83	991/4	991/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	798												
83	83	1983/8	1983/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	799												
83	83	248	248	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/8	5			
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	800												
83	83	246	246	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	801												
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	802												
83	83	248	248	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	803												
83	83	497/2	497/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	804												
84	84	249	249	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	805											61	
84	84	999/4	999/4	0.08333333333333333	3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	806											61	
84	84	1499/6	1499/6	0.08333333333333333	5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	807											61	
84	84	2999/12	2999/12	0.08333333333333333	11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	808											61	
84	84	250	250	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	809	ornamentShortTrill										61	
84	84	503/2	503/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	810												
84	84	249	249	0.0	0	0	FiguredBass	3/4	2	1	0												3/16	6	5		
84	84	249	249	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	811												
84	84	999/4	999/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	812												
84	84	1499/6	1499/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	813												
84	84	2999/12	2999/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	814												
84	84	250	250	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	815	ornamentShortTrill											
84	84	503/2	503/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	816												
84	84	249	249	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	817												
84	84	250	250	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	818												
85	85	252	252	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	819												
85	85	252	252	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	820												
85	85	252	252	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	821												
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	822												
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	823												
