mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur	TextLine
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	248												
27	27	80	80	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	249												
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	250												
27	27	78	78	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6			
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	251												
27	27	79	79	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura	1/8	1	252												
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	253												
27	27	80	80	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	254												
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	255												
28	28	81	81	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	256	ornamentMordent											
28	28	82	82	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	257												
28	28	82	82	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	258												
28	28	83	83	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	259												
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	260	ornamentMordent											
28	28	81	81	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	#6			
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	261												
28	28	82	82	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5/			
28	28	82	82	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura	1/8	1	262												
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	263												
28	28	83	83	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	264												
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	265												
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	266												
29	29	84	84	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	267												
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	268												
29	29	85	85	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	269	ornamentShortTrill											
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	270												
29	29	84	84	0.0	0	0	FiguredBass	3/4	2	1	0												1/8	6	5		
29	29	84	84	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	271												
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	272												
29	29	85	85	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	273	ornamentShortTrill											
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	274												
29	29	84	84	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	275												
29	29	85	85	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	276												
30	30	87	87	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	277												
30	30	175/2	175/2	0.0	1/8	1/8	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>fort</i>"										
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	278												
30	30	88	88	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	279												
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	280												
30	30	89	89	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	281												
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	282												
30	30	87	87	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	283												
30	30	87	87	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	284												
31	31	90	90	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	285												
31	31	90	90	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	286	ornamentMordent											
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	287												
31	31	91	91	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	288												
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	289												
31	31	92	92	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	290												
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	291												
32	32	93	93	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>( Rondeau)"										
32	32	93	93	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	292											20	
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	293											20	
32	32	94	94	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	294											20	
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	295											20	
32	32	95	95	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	296	ornamentShortTrill										20	
32	32	383/4	383/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	297											20	
32	32	767/8	767/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	298												
32	32	93	93	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	299											21	
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	300											21	
32	32	94	94	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	301											21	
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	302											21	
32	32	95	95	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	303	ornamentShortTrill										21	
32	32	383/4	383/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	304											21	
32	32	767/8	767/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	305												
33	33	96	96	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	306												
33	33	96	96	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	307	ornamentMordent											
33	33	96	96	0.0	0	0	Chord	3/4	2	1	0	appoggiatura	1/8	1	308												
33	33	96	96	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	309	ornamentMordent											
34	34	99	99	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	310												
34	34	199/2	199/2	0.0	1/8	1/8	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>doux</i>"										
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	311											22	
34	34	100	100	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	312											22	
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	313											22	
34	34	101	101	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	314	ornamentShortTrill										22	
34	34	407/4	407/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	315											22	
34	34	815/8	815/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	316												
34	34	99	99	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	317												
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	318											23	
34	34	100	100	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	319											23	
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	320											23	
34	34	101	101	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	321	ornamentShortTrill										23	
34	34	407/4	407/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	322											23	
34	34	815/8	815/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	323												
35	35	102	102	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	324												
35	35	102	102	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	325	ornamentMordent											
35	35	102	102	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	326											24	
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	327											24	
35	35	103	103	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	328											24	
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	329												
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	330												
36	36	105	105	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>fort</i>"										
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	331												
36	36	106	106	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	332	ornamentMordent											
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	333												
36	36	105	105	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	334												
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	335												
36	36	106	106	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5			
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	336												
36	36	107	107	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	5		
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	337												
37	37	108	108	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	338	ornamentShortTrill											
37	37	110	110	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	339												
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	340												
37	37	108	108	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	341												
38	38	111	111	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>doux</i>"										
38	38	445/4	445/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	342											25	
38	38	223/2	223/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	343											25	
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	344											25	
38	38	112	112	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	345											25	
38	38	112	112	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	346	ornamentMordent										25	
38	38	227/2	227/2	0.16666666666666666	5/8	5/8	Chord	3/4	1	1	1/24		1/32	4/3	347											25	
38	38	341/3	341/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/32	4/3	348											25	
38	38	683/6	683/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/32	4/3	349												
38	38	111	111	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	350												
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	351												
38	38	112	112	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	5			
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	352												
38	38	113	113	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	6	5		
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	353												
39	39	114	114	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	354	ornamentShortTrill											
39	39	116	116	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	355												
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	356												
39	39	114	114	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	357												
40	40	117	117	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>fort</i>"										
40	40	117	117	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	358												
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	359											26	
40	40	119	119	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	360	ornamentShortTrill											
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	361												
40	40	117	117	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	362												
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	363											27	
40	40	119	119	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	364	ornamentShortTrill											
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	365												
40	40	117	117	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	366												
41	41	120	120	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	367												
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	368	ornamentMordent											
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	369	ornamentShortTrill											
41	41	122	122	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	370												
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	371	ornamentMordent											
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	372												
41	41	121	121	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	7			
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	373												
41	41	122	122	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	5			
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	374												
42	42	123	123	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	375												
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	376												
42	42	124	124	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	377	ornamentShortTrill											
42	42	251/2	251/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	378												
42	42	123	123	0.0	0	0	FiguredBass	3/4	2	1	0												1/4	6	5		
42	42	123	123	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	379												
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	380												
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	381												
43	43	126	126	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	382												
43	43	126	126	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	383												
43	43	253/2	253/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	384												
43	43	127	127	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	385												
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	386												
43	43	128	128	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	387												
43	43	257/2	257/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	388												
43	43	126	126	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	389												
44	44	129	129	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>doux</i>"										
44	44	129	129	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	390											28	
44	44	519/4	519/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	391											28	
44	44	1039/8	1039/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	392												
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	393											29	
44	44	131	131	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	394	ornamentShortTrill										29	
44	44	527/4	527/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	395												
44	44	129	129	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	396												
44	44	519/4	519/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32		1/32	1	397												
44	44	1039/8	1039/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	398												
44	44	130	130	0.0	1/4	1/4	FiguredBass	3/4	2	1	0												1/4	7			
44	44	130	130	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	399											30	
44	44	131	131	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	400	ornamentShortTrill											
44	44	527/4	527/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	401												
44	44	129	129	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	402												
45	45	132	132	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	403											31	
45	45	133	133	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	404	ornamentShortTrill											
45	45	535/4	535/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	405												
45	45	1071/8	1071/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	406												
45	45	134	134	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	407												
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	408	ornamentMordent											
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	409											32	
45	45	133	133	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	410	ornamentShortTrill										32	
45	45	535/4	535/4	0.125	7/16	7/16	Chord	3/4	2	1	1/32		1/32	1	411											32	
45	45	1071/8	1071/8	0.125	15/32	15/32	Chord	3/4	2	1	1/32		1/32	1	412												
45	45	134	134	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/8	5			
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	413												
45	45	132	132	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	414												
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	415												
45	45	134	134	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	416												
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	417												
46	46	135	135	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	418												
46	46	543/4	543/4	0.08333333333333333	3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	419											33	
46	46	815/6	815/6	0.08333333333333333	5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	420											33	
46	46	1631/12	1631/12	0.08333333333333333	11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	421											33	
46	46	136	136	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	422	ornamentShortTrill											
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	423												
46	46	135	135	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	424												
46	46	543/4	543/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	425												
46	46	815/6	815/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	426												
46	46	1631/12	1631/12	0.08333333333333333	11/48	11/48	Chord	3/4	2	1	1/48		1/32	2/3	427												
46	46	136	136	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	428												
46	46	137	137	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	7			
46	46	135	135	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	429												
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	430												
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	431												
47	47	138	138	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	432												
47	47	138	138	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	433	ornamentMordent											
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	434												
48	48	141	141	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>2<font size=""7.5""/>e<font size=""12""/> Couplet"										
48	48	141	141	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>fort</i>"										
48	48	141	141	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	435											34	
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	436											34	
48	48	142	142	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	437											34	
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	438											34	
48	48	143	143	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	439	ornamentShortTrill										34	
48	48	575/4	575/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	440											34	
48	48	1151/8	1151/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	441												
48	48	141	141	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	442												
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	443												
48	48	142	142	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	444												
48	48	285/2	285/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	445												
48	48	143	143	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	446	ornamentShortTrill											
48	48	575/4	575/4	0.125	11/16	11/16	Chord	3/4	2	1	1/32		1/32	1	447												
48	48	1151/8	1151/8	0.125	23/32	23/32	Chord	3/4	2	1	1/32		1/32	1	448												
48	48	141	141	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	449												
49	49	144	144	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	450												
49	49	144	144	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	451	ornamentMordent											
49	49	144	144	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	452												
49	49	289/2	289/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	453												
49	49	145	145	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	454												
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	455												
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	456												
49	49	144	144	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	457												
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	458												
50	50	147	147	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	459												
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	460												
50	50	148	148	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	461	ornamentShortTrill											
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	462												
50	50	147	147	0.0	0	0	FiguredBass	3/4	2	1	0												1/8	2			
50	50	147	147	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	463												
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	464												
50	50	148	148	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	465	ornamentShortTrill											
50	50	149	149	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/8	5/			
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	466												
50	50	147	147	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	467												
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	468												
51	51	150	150	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	469	ornamentShortTrill											
51	51	152	152	0.0	1/2	1/2	Chord	3/4	1	1	0	appoggiatura	1/8	1	470												
51	51	152	152	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	471												
51	51	150	150	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	472												
51	51	150	150	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	473												
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	474												
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	475												
52	52	153	153	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""10.5""/><i>doux</i>"										
52	52	153	153	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	476												
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	477											35	
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	478	ornamentMordent											
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	479												
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	480												
52	52	155	155	0.0	1/2	1/2	FiguredBass	3/4	2	1	0												1/4	#3			
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	481												
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	482												
53	53	156	156	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	483												
53	53	156	156	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	484	ornamentMordent											
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	485												
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	486	ornamentShortTrill											
53	53	156	156	0.0	0	0	Chord	3/4	2	1	0	appoggiatura	1/8	1	487												
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	488												
53	53	157	157	0.0	1/4	1/4	Chord	3/4	2	1	0	appoggiatura	1/8	1	489												
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	490												
53	53	158	158	0.0	1/2	1/2	Chord	3/4	2	1	0	appoggiatura	1/8	1	491												
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	492												
53	53	156	156	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	493												
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	494												
53	53	158	158	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	495												
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	496												
54	54	159	159	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	497											36	
54	54	639/4	639/4	0.08333333333333333	3/16	3/16	Chord	3/4	1	1	1/48		1/32	2/3	498											36	
54	54	959/6	959/6	0.08333333333333333	5/24	5/24	Chord	3/4	1	1	1/48		1/32	2/3	499											36	
54	54	1919/12	1919/12	0.08333333333333333	11/48	11/48	Chord	3/4	1	1	1/48		1/32	2/3	500											36	
54	54	160	160	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	501	ornamentShortTrill										36	
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	502												
54	54	159	159	0.0	0	0	FiguredBass	3/4	2	1	0												3/16	7			
54	54	159	159	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	503											37	
54	54	639/4	639/4	0.08333333333333333	3/16	3/16	Chord	3/4	2	1	1/48		1/32	2/3	504											37	
54	54	959/6	959/6	0.08333333333333333	5/24	5/24	Chord	3/4	2	1	1/48		1/32	2/3	505											37	
