mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	52			
8	8	21/2	21/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	53			
8	8	11	11	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	54			
8	8	23/2	23/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	55			
9	9	12	12	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	56			
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	57			
9	9	51/4	51/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	58			
9	9	13	13	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	59			
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	60			
9	9	12	12	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	61			
9	9	13	13	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	62			
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	63			
10	10	27/2	27/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	64			
10	10	14	14	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	65			
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	66			
10	10	29/2	29/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	67			
10	10	59/4	59/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	68			
10	10	27/2	27/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	69			
10	10	55/4	55/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	70			
10	10	14	14	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	71			
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	72			
10	10	29/2	29/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	73			
10	10	59/4	59/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	74			
11	11	15	15	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	75	ornamentShortTrill		
11	11	31/2	31/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	76			
11	11	63/4	63/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	77			
11	11	16	16	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	78			
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	79			
11	11	15	15	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	80			
11	11	61/4	61/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	81			
11	11	31/2	31/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	82			
11	11	63/4	63/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	83			
11	11	16	16	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	84			
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	85			
12	12	33/2	33/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	86	articStaccatissimoAbove		
12	12	17	17	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	87	articStaccatissimoAbove		
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	88	articStaccatissimoAbove		
12	12	33/2	33/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	89			
12	12	67/4	67/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	90			
12	12	17	17	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	91			
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	92			
12	12	35/2	35/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	93			
12	12	71/4	71/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	94			
13	13	18	18	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	95			
13	13	37/2	37/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	96			
13	13	75/4	75/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	97			
13	13	19	19	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	98			
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	99			
13	13	18	18	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	100			
13	13	19	19	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	101			
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	102			
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	103	ornamentShortTrill		
14	14	20	20	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	104			
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	105			
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	106			
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	107			
14	14	39/2	39/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	108			
14	14	79/4	79/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	109			
14	14	20	20	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	110			
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	111			
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	112			
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	113			
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	114	ornamentShortTrill		
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	115			
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	116			
15	15	22	22	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	117			
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	118			
15	15	21	21	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	119			
15	15	85/4	85/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	120			
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	121			
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	122			
15	15	22	22	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	123			
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	124			
16	16	45/2	45/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	125			
16	16	91/4	91/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	126			
16	16	23	23	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	127	ornamentShortTrill		
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	128			
16	16	45/2	45/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	129			
16	16	91/4	91/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	130			
16	16	23	23	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	131			
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	132			
17	17	24	24	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	133			
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	134			
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	135			
17	17	24	24	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	136			
18	18	51/2	51/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	137			
18	18	26	26	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	138			
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	139	ornamentShortTrill		
18	18	26	26	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	140			
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	141			
19	19	27	27	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	142			
19	19	27	27	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	143	ornamentMordent		
19	19	55/2	55/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	144			2
19	19	111/4	111/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	145			
19	19	28	28	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	146			3
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	147			
19	19	27	27	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	148			
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	149			
19	19	28	28	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	150			
20	20	57/2	57/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	151			
20	20	57/2	57/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	152	ornamentMordent		
20	20	29	29	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	153			4
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	154			
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	155			5
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	156			
20	20	57/2	57/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	157			6
20	20	29	29	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	158	ornamentShortTrill		
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	159			
21	21	30	30	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	160			
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	161			
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	162			
21	21	30	30	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	163			
22	22	63/2	63/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	164			
22	22	32	32	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	165			
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	166	ornamentShortTrill		
22	22	32	32	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	167			
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	168			
23	23	33	33	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	169			
23	23	33	33	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	170	ornamentMordent		
23	23	67/2	67/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	171			7
23	23	135/4	135/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	172			
23	23	34	34	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	173			8
23	23	137/4	137/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	174			
23	23	33	33	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	175			
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	176			
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	177			
24	24	69/2	69/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	178			
24	24	69/2	69/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	179	ornamentMordent		
24	24	35	35	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	180			9
24	24	141/4	141/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	181			
24	24	71/2	71/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	182			10
24	24	143/4	143/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	183			
24	24	69/2	69/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	184			11
24	24	35	35	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	185	ornamentShortTrill		
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	186			
25	25	36	36	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	187			
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	188			
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	189			
25	25	36	36	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	190			
26	26	75/2	75/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	191	ornamentMordent		
26	26	38	38	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	192			12
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	193			
26	26	77/2	77/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	194			13
26	26	155/4	155/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	195			
26	26	38	38	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	196			
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	197			
27	27	39	39	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	198			14
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	199	ornamentShortTrill		
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	200			
27	27	40	40	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	201	ornamentShortTrill		
27	27	39	39	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	202			15
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	203	ornamentShortTrill		
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	204			
27	27	40	40	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	205			
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	206			
28	28	81/2	81/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	207			
28	28	81/2	81/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	208			
28	28	41	41	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	209			
28	28	83/2	83/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace8after	1/8	1	210			
28	28	83/2	83/2	0.0	1/4	1/4	Chord	3/8	1	1	0	grace8after	1/8	1	211			
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	212	ornamentShortTrill		
28	28	81/2	81/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	213			
28	28	41	41	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	214			
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	215			
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	216			
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	217			
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	218			
29	29	42	42	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	219			
30	30	87/2	87/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	220	ornamentMordent		
30	30	44	44	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	221			16
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	222			
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	223			17
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	224			
30	30	44	44	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	225			
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	226			
31	31	45	45	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	227			18
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	228	ornamentShortTrill		
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	229			
31	31	46	46	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	230	ornamentShortTrill		
31	31	45	45	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	231			19
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	232	ornamentShortTrill		
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	233			
31	31	46	46	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	234			
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	235			
32	32	93/2	93/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	236			
32	32	93/2	93/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	237			
32	32	47	47	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	238			
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	239	ornamentTurn		
32	32	93/2	93/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	240			
32	32	47	47	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	241			
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	242			
33	33	48	48	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	243			
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	244			
33	33	49	49	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	245			
33	33	48	48	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	246			
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	247			
33	33	49	49	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	248			
34	34	99/2	99/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	249	articStaccatissimoAbove		
34	34	50	50	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	250			20
34	34	101/2	101/2	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	251	ornamentShortTrill		20
34	34	407/8	407/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	252			
34	34	99/2	99/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	253			
34	34	50	50	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	254			21
34	34	101/2	101/2	0.375	1/4	1/4	Chord	3/8	2	1	3/32		1/16	3/2	255	ornamentShortTrill		21
34	34	407/8	407/8	0.125	11/32	11/32	Chord	3/8	2	1	1/32		1/32	1	256			
35	35	51	51	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	257	ornamentMordent		
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	258			
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	259			
35	35	52	52	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	260			
35	35	51	51	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	261			
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	262			
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	263			
35	35	52	52	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	264			
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	265			
36	36	105/2	105/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	266	articStaccatissimoAbove		
36	36	53	53	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	267			22
36	36	213/4	213/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	268			
36	36	107/2	107/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	269			23
36	36	215/4	215/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	270			
36	36	105/2	105/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	271			
36	36	53	53	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	272			
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	273			
37	37	54	54	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	274			
37	37	54	54	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	275	ornamentMordent		
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	276			
37	37	55	55	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	277			
37	37	54	54	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	278			
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	279			
37	37	55	55	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	280			
38	38	111/2	111/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	281	articStaccatissimoAbove		
38	38	56	56	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	282			24
38	38	113/2	113/2	0.375	1/4	1/4	Chord	3/8	1	1	3/32		1/16	3/2	283	ornamentShortTrill		24
38	38	455/8	455/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	284			
38	38	111/2	111/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	285			
