mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur	TextLine
3	2	5/2	5/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	13													
3	2	3	3	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	14													
3	2	7/2	7/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	15	ornamentMordent												
3	2	5/2	5/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	16													
3	2	3	3	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
3	2	3	3	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	17													
3	2	7/2	7/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
3	2	7/2	7/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	18													
4	3	4	4	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	19	ornamentShortTrill												
4	3	17/4	17/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	20													
4	3	9/2	9/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	21	ornamentShortTrill												
4	3	21/4	21/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	22													
4	3	4	4	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	23													
4	3	9/2	9/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	24													
4	3	5	5	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	25													
5	4	11/2	11/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	26													
5	4	6	6	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	27													
5	4	13/2	13/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	28													
5	4	13/2	13/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	29													
5	4	11/2	11/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	30													
5	4	23/4	23/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	31													
5	4	6	6	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	5/				
5	4	6	6	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	32													
5	4	25/4	25/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	33													
5	4	13/2	13/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	34													
5	4	27/4	27/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	35													
6	5	7	7	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	36													
6	5	7	7	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	37													
6	5	15/2	15/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	38													
6	5	15/2	15/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	39													
6	5	8	8	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	40													
6	5	8	8	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	41													
6	5	7	7	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	42													
6	5	29/4	29/4	0.0	1/16	1/16	FiguredBass	3/8	2	1	0												1/16	7	5/__			
6	5	29/4	29/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	43													
6	5	15/2	15/2	0.0	1/8	1/8	Spanner	3/8	2	1	0																	0
6	5	15/2	15/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	44													0
6	5	31/4	31/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	45													0
6	5	8	8	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	46													0
6	5	33/4	33/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	47													0
7	6	17/2	17/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	48	ornamentShortTrill												
7	6	9	9	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	49													
7	6	19/2	19/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	50													
7	6	17/2	17/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#3				
7	6	17/2	17/2	0.0	0	0	Spanner	3/8	2	1	0																	
7	6	17/2	17/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	51													
7	6	35/4	35/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	52													
7	6	9	9	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
7	6	9	9	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	53													
7	6	19/2	19/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6				
7	6	19/2	19/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	54													
8	7	10	10	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	55													
8	7	21/2	21/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	56	ornamentShortTrill												
8	7	45/4	45/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	57													
8	7	10	10	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	58													
8	7	21/2	21/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	#3_				
8	7	21/2	21/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	59													
8	7	11	11	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	60													
9	8	23/2	23/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	61													
9	8	23/2	23/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	62													
10	8	12	12	0.5	0	1/8	Chord	3/8	1	1	1/8		1/8	1	63													
10	8	25/2	25/2	0.5	1/8	1/4	Chord	3/8	1	1	1/8		1/8	1	64	ornamentShortTrill												
10	8	12	12	0.25	0	1/8	Chord	3/8	2	1	1/16		1/16	1	65													
10	8	49/4	49/4	0.25	1/16	3/16	Chord	3/8	2	1	1/16		1/16	1	66													
10	8	25/2	25/2	0.0	1/8	1/4	FiguredBass	3/8	2	1	0												1/16	5/				
10	8	25/2	25/2	0.25	1/8	1/4	Chord	3/8	2	1	1/16		1/16	1	67													
10	8	51/4	51/4	0.25	3/16	5/16	Chord	3/8	2	1	1/16		1/16	1	68													
11	9	13	13	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	69													
11	9	13	13	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	70													
11	9	27/2	27/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	71													
11	9	27/2	27/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	72													
11	9	14	14	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	73													
11	9	13	13	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	74													
11	9	53/4	53/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	75													
11	9	27/2	27/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	5/				
11	9	27/2	27/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	76													
11	9	55/4	55/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	77													
11	9	14	14	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	78													
11	9	57/4	57/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	79													
12	10	29/2	29/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	80	ornamentShortTrill												
12	10	61/4	61/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	81													
12	10	31/2	31/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	82													
12	10	29/2	29/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	83													
12	10	59/4	59/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	84													
12	10	15	15	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	85													
12	10	61/4	61/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	86													
12	10	31/2	31/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	#6				
12	10	31/2	31/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	87													
13	11	16	16	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	88													
13	11	33/2	33/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	89	ornamentShortTrill												
13	11	69/4	69/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	90													
13	11	16	16	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	91													
13	11	33/2	33/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	#3				
13	11	33/2	33/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	92													
13	11	17	17	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	93													
14	12	35/2	35/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	94													
14	12	35/2	35/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	95													
14	12	18	18	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	96													
14	12	37/2	37/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	97													
14	12	35/2	35/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	5				
14	12	35/2	35/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	98													
14	12	71/4	71/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	99													
14	12	18	18	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	6				
14	12	18	18	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	100													
14	12	73/4	73/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	101													
14	12	37/2	37/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	102													
14	12	75/4	75/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	103													
15	13	19	19	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	104	ornamentShortTrill												
15	13	39/2	39/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	105	ornamentMordent												
15	13	81/4	81/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	106													
15	13	19	19	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#3				
15	13	19	19	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	107													
15	13	77/4	77/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	108													
15	13	39/2	39/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	#6				
15	13	39/2	39/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	109													
15	13	79/4	79/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	110													
15	13	20	20	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	111													
15	13	81/4	81/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	112													
16	14	41/2	41/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	113	ornamentShortTrill												
16	14	21	21	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	114													
16	14	43/2	43/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	115	ornamentMordent												
16	14	41/2	41/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#3				
16	14	41/2	41/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	116													
16	14	83/4	83/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	117													
16	14	21	21	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	118													
16	14	85/4	85/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	119													
16	14	43/2	43/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	120													
17	15	22	22	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	121	ornamentShortTrill												
17	15	89/4	89/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	122													
17	15	45/2	45/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	123	ornamentShortTrill												
17	15	93/4	93/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	124													
17	15	22	22	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	#6	5			
17	15	22	22	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	125													
17	15	45/2	45/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	#3				
17	15	45/2	45/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	126													
18	16	47/2	47/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	127													
18	16	24	24	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	128	ornamentMordent												
18	16	49/2	49/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	129													
18	16	49/2	49/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	130													
18	16	47/2	47/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	#3				
18	16	47/2	47/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	131													
18	16	24	24	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	h3				
18	16	24	24	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	132													
18	16	97/4	97/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	133													
18	16	49/2	49/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	134													
18	16	99/4	99/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	135													
19	17	25	25	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	136	ornamentShortTrill												
19	17	51/2	51/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	137	ornamentMordent												
19	17	105/4	105/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	138													
19	17	25	25	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	#3				
19	17	25	25	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	139													
19	17	51/2	51/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	140													
19	17	103/4	103/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	141													
19	17	26	26	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	142													
19	17	105/4	105/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	143													
20	18	53/2	53/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	144													
20	18	53/2	53/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	145	ornamentMordent												
20	18	27	27	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	146													
20	18	55/2	55/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	147													
20	18	55/2	55/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	148													
20	18	53/2	53/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	149													
20	18	107/4	107/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	150													
20	18	27	27	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	151													
20	18	109/4	109/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	152													
20	18	55/2	55/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	153													
20	18	111/4	111/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	154													
21	19	28	28	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	155													
21	19	57/2	57/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	156													
21	19	117/4	117/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	157													
21	19	28	28	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	158													
21	19	113/4	113/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	159													
21	19	57/2	57/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	160													
21	19	115/4	115/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	161													
21	19	29	29	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	162													
21	19	117/4	117/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	163													
22	20	59/2	59/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	164													
22	20	59/2	59/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	165	ornamentMordent												
22	20	30	30	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	166													
22	20	123/4	123/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	167													
22	20	59/2	59/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	168													
22	20	119/4	119/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	169													
22	20	30	30	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	6				
22	20	30	30	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	170													
22	20	121/4	121/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	171												0	
22	20	61/2	61/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	172												0	
22	20	123/4	123/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	173													
23	21	31	31	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	174	ornamentShortTrill												
23	21	63/2	63/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	175	ornamentMordent												
23	21	129/4	129/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	176													
23	21	31	31	0.0	0	0	FiguredBass	3/8	2	1	0												1/16	#3				
23	21	31	31	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	177													
23	21	125/4	125/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	178													
23	21	63/2	63/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	6				
23	21	63/2	63/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	179													
23	21	127/4	127/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	180												1	
23	21	32	32	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	181												1	
23	21	129/4	129/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	182													
24	22	65/2	65/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	183	ornamentShortTrill												
24	22	33	33	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	184													
24	22	67/2	67/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	185													
24	22	65/2	65/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	3				
24	22	65/2	65/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	186													
24	22	33	33	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
24	22	33	33	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	187													
24	22	67/2	67/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	5/				
24	22	67/2	67/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	188													
25	23	34	34	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	189													
25	23	34	34	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	190													
25	23	69/2	69/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	191	ornamentShortTrill												
25	23	141/4	141/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	192													
25	23	34	34	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	193													
25	23	69/2	69/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	194													
26	24	71/2	71/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	195													
26	24	36	36	0.0	1/8	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>( Rondeau)"											
26	24	36	36	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	196													
26	24	73/2	73/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	197	ornamentShortTrill												
26	24	71/2	71/2	0.0	0	0	FiguredBass	3/8	2	1	0												1/8	#3				
26	24	71/2	71/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	198													
26	24	36	36	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	199													
26	24	145/4	145/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	200													
26	24	73/2	73/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	201													
26	24	147/4	147/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	202													
27	25	37	37	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	203													
27	25	37	37	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	204													
27	25	75/2	75/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	205													
27	25	151/4	151/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	206													
27	25	38	38	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	207	ornamentShortTrill												
27	25	153/4	153/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	208													
27	25	37	37	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	209													
27	25	75/2	75/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	210													
27	25	38	38	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
27	25	38	38	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	211													
28	26	77/2	77/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	212													
28	26	39	39	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	213													
28	26	79/2	79/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	214	ornamentMordent												
28	26	77/2	77/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	215													
28	26	39	39	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/8	6				
28	26	39	39	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	216													
28	26	79/2	79/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
28	26	79/2	79/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	217													
29	27	40	40	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	218	ornamentShortTrill												
29	27	161/4	161/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	219													
29	27	81/2	81/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	220	ornamentShortTrill												
29	27	165/4	165/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	221													
29	27	40	40	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	222													
29	27	81/2	81/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	223													
29	27	41	41	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	224													
30	28	83/2	83/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	225													
30	28	42	42	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	226													
30	28	85/2	85/2	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	227													
30	28	85/2	85/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	228													
30	28	83/2	83/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	229													
30	28	167/4	167/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	230													
30	28	42	42	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	5/				
30	28	42	42	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	231													
30	28	169/4	169/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	232													
30	28	85/2	85/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	233													
30	28	171/4	171/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	234													
31	29	43	43	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	235													
31	29	43	43	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	236													
31	29	87/2	87/2	0.0	1/8	1/8	Chord	3/8	1	1	0	appoggiatura	1/8	1	237													
31	29	87/2	87/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	238													
31	29	44	44	0.0	1/4	1/4	Chord	3/8	1	1	0	appoggiatura	1/8	1	239													
31	29	44	44	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	240													
31	29	43	43	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	241													
31	29	173/4	173/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	242													
