mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur	TextLine
88	85	513/4	513/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	717													
89	86	257/2	257/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	718	ornamentShortTrill												
89	86	129	129	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	719													
89	86	517/4	517/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	720													
89	86	259/2	259/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	721													
89	86	519/4	519/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	722													
89	86	257/2	257/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	723													
89	86	515/4	515/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	724													
89	86	129	129	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	6_				
89	86	129	129	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	725													
89	86	517/4	517/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	726													
89	86	259/2	259/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	727													
89	86	519/4	519/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	728													
90	87	130	130	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	729													
90	87	521/4	521/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	730													
90	87	261/2	261/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	731	ornamentShortTrill											21	
90	87	525/4	525/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	732												21	
90	87	1051/8	1051/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	733													
90	87	130	130	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	734													
90	87	521/4	521/4	0.0	1/16	1/16	FiguredBass	3/8	2	1	0												1/16	6	5			
90	87	521/4	521/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	735													
90	87	261/2	261/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	736													
90	87	131	131	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	737													
91	88	263/2	263/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	738													
91	88	527/4	527/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	739													
91	88	132	132	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	740													
91	88	529/4	529/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	741													
91	88	265/2	265/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	742													
91	88	531/4	531/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	743													
91	88	263/2	263/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	744													
91	88	527/4	527/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	745													
91	88	132	132	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	746													
91	88	529/4	529/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	747													
91	88	265/2	265/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	748													
91	88	531/4	531/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	749													
92	89	133	133	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	750													
92	89	533/4	533/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	751													
92	89	267/2	267/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	752													
92	89	535/4	535/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	753													
92	89	134	134	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	754													
92	89	537/4	537/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	755													
92	89	133	133	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	756													
92	89	533/4	533/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	757													
92	89	267/2	267/2	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/4	5_				
92	89	267/2	267/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	758													
92	89	535/4	535/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	759													
92	89	134	134	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	760													
92	89	537/4	537/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	761													
93	90	269/2	269/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	762	ornamentShortTrill												
93	90	539/4	539/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	763													
93	90	135	135	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	764													
93	90	541/4	541/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	765													
93	90	271/2	271/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	766													
93	90	543/4	543/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	767													
93	90	269/2	269/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	768													
93	90	539/4	539/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	769													
93	90	135	135	0.0	1/8	1/8	FiguredBass	3/8	2	1	0												1/16	6				
93	90	135	135	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	770													
93	90	541/4	541/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	771													
93	90	271/2	271/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	772													
93	90	543/4	543/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	773													
94	91	136	136	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	774													
94	91	545/4	545/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	775													
94	91	273/2	273/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	776	ornamentShortTrill											22	
94	91	549/4	549/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	777												22	
94	91	1099/8	1099/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	778													
94	91	136	136	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	779													
94	91	545/4	545/4	0.0	1/16	1/16	FiguredBass	3/8	2	1	0												1/16	6	5			
94	91	545/4	545/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	780													
94	91	273/2	273/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	781													
94	91	137	137	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	782													
95	92	275/2	275/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	783													
95	92	551/4	551/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	784													
95	92	138	138	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	785	ornamentMordent												
95	92	277/2	277/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	786	ornamentTurn												
95	92	275/2	275/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	787													
95	92	551/4	551/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	788													
95	92	138	138	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	789													
95	92	553/4	553/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	790													
95	92	277/2	277/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	791													
95	92	555/4	555/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	792													
95	92	275/2	275/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	793													
95	92	277/2	277/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	794													
96	93	139	139	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	795													
96	93	557/4	557/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	796													
96	93	279/2	279/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	797	ornamentMordent												
96	93	140	140	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	798	ornamentTurn												
96	93	139	139	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	799													
96	93	557/4	557/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	800													
96	93	279/2	279/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	801													
96	93	559/4	559/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	802													
96	93	140	140	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	803													
96	93	561/4	561/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	804													
96	93	139	139	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	805													
96	93	140	140	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	806													
97	94	281/2	281/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	807													
97	94	563/4	563/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	808													
97	94	141	141	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	809	ornamentMordent												
97	94	283/2	283/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	810	ornamentTurn												
97	94	281/2	281/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	811													
97	94	563/4	563/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	812													
97	94	141	141	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	813													
97	94	565/4	565/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	814													
97	94	283/2	283/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	815													
97	94	567/4	567/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	816													
97	94	281/2	281/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	817													
97	94	283/2	283/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	818													
98	95	142	142	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	819	articStaccatissimoAbove												
98	95	285/2	285/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	820	articStaccatissimoAbove												
98	95	143	143	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	821	articStaccatissimoAbove												
98	95	142	142	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	822													
98	95	569/4	569/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	823													
98	95	285/2	285/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	824													
98	95	571/4	571/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	825													
98	95	143	143	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	826													
98	95	573/4	573/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	827													
98	95	142	142	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	828													
98	95	143	143	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	829													
99	96	287/2	287/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	830	ornamentShortTrill												
99	96	575/4	575/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	831													
99	96	144	144	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	832	ornamentMordent												
99	96	289/2	289/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	833	ornamentTurn												
99	96	287/2	287/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	834													
99	96	575/4	575/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	835													
99	96	144	144	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	836													
99	96	577/4	577/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	837													
99	96	289/2	289/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	838													
99	96	579/4	579/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	839													
99	96	287/2	287/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	840													
99	96	289/2	289/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	841													
100	97	145	145	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	842													
100	97	581/4	581/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	843													
100	97	291/2	291/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	844	ornamentMordent												
100	97	146	146	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	845	ornamentTurn												
100	97	145	145	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	846													
100	97	581/4	581/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	847													
100	97	291/2	291/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	848													
100	97	583/4	583/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	849													
100	97	146	146	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	850													
100	97	585/4	585/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	851													
100	97	145	145	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	852													
100	97	146	146	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	853													
101	98	293/2	293/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	854													
101	98	587/4	587/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	855													
101	98	147	147	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	856	ornamentMordent												
101	98	295/2	295/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	857	ornamentTurn												
101	98	293/2	293/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	858													
101	98	587/4	587/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	859													
101	98	147	147	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	860													
101	98	589/4	589/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	861													
101	98	295/2	295/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	862													
101	98	591/4	591/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	863													
101	98	293/2	293/2	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	864													
101	98	295/2	295/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	865													
102	99	148	148	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	866	articStaccatissimoAbove												
102	99	297/2	297/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	867	articStaccatissimoAbove												
102	99	149	149	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	868	articStaccatissimoAbove												
102	99	148	148	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	869													
102	99	593/4	593/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	870													
102	99	297/2	297/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	871													
102	99	595/4	595/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	872													
102	99	149	149	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	873													
102	99	597/4	597/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	874													
102	99	148	148	1.0	0	0	Chord	3/8	2	2	1/4		1/4	1	875													
102	99	149	149	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	876													
103	100	299/2	299/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	877	ornamentShortTrill												
103	100	599/4	599/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	878													
103	100	150	150	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	879													
103	100	601/4	601/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	880													
103	100	301/2	301/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	881													
103	100	603/4	603/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	882													
103	100	299/2	299/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	883													
103	100	599/4	599/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	884													
103	100	150	150	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	885													
103	100	601/4	601/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	886													
103	100	301/2	301/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	887													
103	100	603/4	603/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	888													
103	100	299/2	299/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	889													
103	100	150	150	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	890													
104	101	151	151	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	891													
104	101	605/4	605/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	892													
104	101	303/2	303/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	893													
104	101	607/4	607/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	894													
104	101	152	152	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	895													
104	101	609/4	609/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	896													
104	101	151	151	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	897													
104	101	605/4	605/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	898													
104	101	303/2	303/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	899													
104	101	607/4	607/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	900													
104	101	152	152	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	901													
104	101	609/4	609/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	902													
104	101	151	151	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	903													
104	101	303/2	303/2	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	904													
105	102	305/2	305/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	905													
105	102	611/4	611/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	906													
105	102	153	153	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	907													
105	102	613/4	613/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	908													
105	102	307/2	307/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	909													
105	102	615/4	615/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	910													
105	102	305/2	305/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	911													
105	102	307/2	307/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/4	6_				
105	102	305/2	305/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	912													
105	102	153	153	0.25	1/8	1/8	Chord	3/8	2	2	1/16		1/16	1	913													
105	102	613/4	613/4	0.25	3/16	3/16	Chord	3/8	2	2	1/16		1/16	1	914													
105	102	307/2	307/2	0.25	1/4	1/4	Chord	3/8	2	2	1/16		1/16	1	915													
105	102	615/4	615/4	0.25	5/16	5/16	Chord	3/8	2	2	1/16		1/16	1	916													
106	103	154	154	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	917	ornamentMordent												
106	103	617/4	617/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	918													
106	103	309/2	309/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	919	ornamentShortTrill											23	
106	103	621/4	621/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	920												23	
106	103	1243/8	1243/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	921													
106	103	154	154	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	922													
106	103	617/4	617/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	923													
106	103	309/2	309/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	924													
106	103	155	155	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	925													
107	104	311/2	311/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	926													
107	104	623/4	623/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	927													
107	104	156	156	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	928													
107	104	625/4	625/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	929													
107	104	313/2	313/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	930													
107	104	627/4	627/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	931													
107	104	311/2	311/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	932													
107	104	623/4	623/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	933													
107	104	156	156	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	934													
107	104	625/4	625/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	935													
107	104	313/2	313/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	936													
107	104	627/4	627/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	937													
107	104	311/2	311/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	938													
107	104	156	156	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	939													
108	105	157	157	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	940													
108	105	629/4	629/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	941													
108	105	315/2	315/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	942													
108	105	631/4	631/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	943													
108	105	158	158	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	944													
108	105	633/4	633/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	945													
108	105	157	157	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	946													
108	105	629/4	629/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	947													
108	105	315/2	315/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	948													
108	105	631/4	631/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	949													
108	105	158	158	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	950													
108	105	633/4	633/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	951													
108	105	157	157	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	952													
108	105	315/2	315/2	1.0	1/8	1/8	Chord	3/8	2	2	1/4		1/4	1	953													
109	106	317/2	317/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	954													
109	106	635/4	635/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	955													
109	106	159	159	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	956													
109	106	637/4	637/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	957													
109	106	319/2	319/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	958													
109	106	639/4	639/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	959													
109	106	317/2	317/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	960													
109	106	635/4	635/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	961													
109	106	159	159	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	962													
109	106	637/4	637/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	963													
109	106	319/2	319/2	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/4	6_				
109	106	317/2	317/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	964													
109	106	159	159	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	965													
109	106	319/2	319/2	0.25	1/4	1/4	Chord	3/8	2	2	1/16		1/16	1	966													
109	106	639/4	639/4	0.25	5/16	5/16	Chord	3/8	2	2	1/16		1/16	1	967													
110	107	160	160	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	968	ornamentMordent												
110	107	641/4	641/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	969													
110	107	321/2	321/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	970	ornamentShortTrill											24	
110	107	645/4	645/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	971												24	
110	107	1291/8	1291/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	972													
110	107	160	160	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	973													
110	107	641/4	641/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	974													
110	107	321/2	321/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	975													
110	107	161	161	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	976													
111	108	323/2	323/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	977													
111	108	323/2	323/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	978													
112	108	162	162	0.0	0	1/8	StaffText	3/8	1	1	0						"<font size=""12""/><font face=""SnellRoundhand BoldScript""/>Mineur"											
112	108	162	162	0.0	0	1/8	StaffText	3/8	1	1	0						"<font size=""10.5""/><font face=""SnellRoundhand BoldScript""/>( Rondeau)"											
112	108	162	162	0.5	0	1/8	Chord	3/8	1	1	1/8		1/8	1	979													
112	108	325/2	325/2	0.5	1/8	1/4	Chord	3/8	1	1	1/8		1/8	1	980	ornamentShortTrill												
112	108	162	162	0.5	0	1/8	Chord	3/8	2	1	1/8		1/8	1	981													
112	108	325/2	325/2	0.0	1/8	1/4	FiguredBass	3/8	2	1	0												1/8	5/				
112	108	325/2	325/2	0.5	1/8	1/4	Chord	3/8	2	1	1/8		1/8	1	982													
113	109	163	163	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/8	1	983													
113	109	163	163	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	984													
113	109	327/2	327/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	985													
113	109	655/4	655/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	986													
113	109	164	164	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	987	ornamentShortTrill												
113	109	657/4	657/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	988													
113	109	163	163	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	989													
113	109	327/2	327/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	990													
113	109	164	164	0.0	1/4	1/4	FiguredBass	3/8	2	1	0												1/8	6				
113	109	164	164	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	991													
114	110	329/2	329/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	992													
