mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	slur
24	22	67	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	304			
24	22	269/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	305			
24	22	135/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	306	ornamentShortTrill		
24	22	271/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	307			
24	22	65	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	308	ornamentShortTrill		
24	22	131/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	309			
24	22	263/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	310			
24	22	66	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	311			
24	22	265/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	312			
24	22	133/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	313			
24	22	267/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	314			
24	22	67	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	315			
24	22	269/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	316			
24	22	135/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	317			
24	22	271/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	318			
25	23	68	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	319			
25	23	137/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	320	ornamentShortTrill		
25	23	69	0.75	1/4	1/4	Chord	6/8	1	1	3/16			1/8	3/2	321	ornamentMordent		
25	23	279/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	322			
25	23	70	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	323	ornamentShortTrill		
25	23	283/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	324			
25	23	68	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	325			
25	23	137/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	326			
25	23	275/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	327			
25	23	69	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	328			
25	23	139/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	329			
25	23	70	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	330			
25	23	141/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	331			
26	24	71	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	332			
26	24	71	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	333			
