mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
23	21	169/2	169/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	472													
23	21	339/4	339/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	473													
23	21	85	85	0.0	1/2	1/2	FiguredBass	4/4	2	1	0												1/8	h3				
23	21	85	85	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	474													
23	21	171/2	171/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	475													
23	21	86	86	0.0	3/4	3/4	FiguredBass	4/4	2	1	0												1/4	h3_				
23	21	86	86	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	476													
23	21	173/2	173/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0												1/8	7				
23	21	173/2	173/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	477													
24	22	87	87	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	478													
24	22	87	87	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	479													
