mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
5	4	41/2	1.0		1/2	1/2	Chord	6/4	2	1	1/4			1/4	1	51										
5	4	43/2	1.0		3/4	3/4	Chord	6/4	2	1	1/4			1/4	1	52										
5	4	45/2	0.0		1	1	FiguredBass	6/4	2	1	0										1/4	6	5			
5	4	45/2	1.0		1	1	Chord	6/4	2	1	1/4			1/4	1	53										
5	4	47/2	0.0		5/4	5/4	FiguredBass	6/4	2	1	0										1/4	7	b3			
5	4	47/2	1.0		5/4	5/4	Chord	6/4	2	1	1/4			1/4	1	54										
6	5	49/2	0.0		0	0	StaffText	6/4	1	1	0							)								
6	5	49/2	1.0		0	0	Chord	6/4	1	1	1/4			1/4	1	55	ornamentShortTrill									
6	5	51/2	1.5		1/4	1/4	Chord	6/4	1	1	3/8			1/4	3/2	56	ornamentMordent									
6	5	27	0.5		5/8	5/8	Chord	6/4	1	1	1/8			1/8	1	57										
6	5	55/2	1.0		3/4	3/4	Chord	6/4	1	1	1/4			1/4	1	58	ornamentShortTrill									
6	5	57/2	0.0		1	1	Chord	6/4	1	1	0	appoggiatura		1/8	1	59										
6	5	57/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	60	ornamentMordent									
6	5	30	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	61										
6	5	49/2	1.5		0	0	Chord	6/4	2	1	3/8			1/4	3/2	62										3
6	5	26	0.5		3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	63										3
6	5	53/2	0.5		1/2	1/2	Chord	6/4	2	1	1/8			1/8	1	64										3
6	5	27	0.5		5/8	5/8	Chord	6/4	2	1	1/8			1/8	1	65										
6	5	55/2	0.0		3/4	3/4	FiguredBass	6/4	2	1	0										1/4	h3_				
6	5	55/2	0.5		3/4	3/4	Chord	6/4	2	1	1/8			1/8	1	66										
6	5	28	0.5		7/8	7/8	Chord	6/4	2	1	1/8			1/8	1	67										
6	5	57/2	0.0		1	1	FiguredBass	6/4	2	1	0										1/4	6				
6	5	57/2	1.0		1	1	Chord	6/4	2	1	1/4			1/4	1	68	ornamentShortTrill									
6	5	59/2	0.0		5/4	5/4	FiguredBass	6/4	2	1	0										1/4	h6				
6	5	59/2	1.0		5/4	5/4	Chord	6/4	2	1	1/4			1/4	1	69										
7	6	61/2	0.0		0	0	Chord	6/4	1	1	0	appoggiatura		1/8	1	70										
7	6	61/2	1.0		0	0	Chord	6/4	1	1	1/4			1/4	1	71	ornamentMordent									
7	6	63/2	0.0		1/4	1/4	Chord	6/4	1	1	0	appoggiatura		1/8	1	72										
7	6	63/2	1.0		1/4	1/4	Chord	6/4	1	1	1/4			1/4	1	73										
7	6	65/2	0.0		1/2	1/2	Chord	6/4	1	1	0	appoggiatura		1/8	1	74										
7	6	65/2	1.5		1/2	1/2	Chord	6/4	1	1	3/8			1/4	3/2	75										
7	6	34	0.5		7/8	7/8	Chord	6/4	1	1	1/8			1/8	1	76										
7	6	69/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	77	ornamentShortTrill									
7	6	36	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	78										
7	6	61/2	1.0		0	0	Chord	6/4	2	1	1/4			1/4	1	79										
7	6	63/2	0.0		1/4	1/4	FiguredBass	6/4	2	1	0										1/4	8	5/			
7	6	63/2	1.0		1/4	1/4	Chord	6/4	2	1	1/4			1/4	1	80										
7	6	65/2	0.0		1/2	1/2	FiguredBass	6/4	2	1	0										1/4	7	#3			
7	6	65/2	1.0		1/2	1/2	Chord	6/4	2	1	1/4			1/4	1	81										
7	6	67/2	1.0		3/4	3/4	Chord	6/4	2	1	1/4			1/4	1	82										
7	6	69/2	0.0		1	1	FiguredBass	6/4	2	1	0										1/2	#3_				
7	6	69/2	1.0		1	1	Chord	6/4	2	1	1/4			1/4	1	83										
7	6	71/2	0.0		5/4	5/4	FiguredBass	6/4	2	1	0										1/4	7				
7	6	71/2	1.0		5/4	5/4	Chord	6/4	2	1	1/4			1/4	1	84										
8	7	73/2	3.0		0	0	Chord	6/4	1	1	3/4			1/2	3/2	85										
8	7	79/2	2.0		3/4	3/4	Chord	6/4	1	1	1/2			1/2	1	86										
8	7	73/2	0.0		0	0	FiguredBass	6/4	2	1	0										1	h3_				
8	7	73/2	3.0		0	0	Chord	6/4	2	1	3/4			1/2	3/2	87										
8	7	79/2	2.0		3/4	3/4	Chord	6/4	2	1	1/2			1/2	1	88										
9	7	42	0.5		0	11/8	Chord	6/4	1	1	1/8			1/8	1	89										
9	7	42	0.0		0	11/8	StaffText	6/4	2	1	0							Reprise								
9	7	42	0.5		0	11/8	Chord	6/4	2	1	1/8			1/8	1	90										
10	8	85/2	1.5		0	0	Chord	6/4	1	1	3/8			1/4	3/2	91										
10	8	44	0.5		3/8	3/8	Chord	6/4	1	1	1/8			1/8	1	92										
10	8	89/2	1.0		1/2	1/2	Chord	6/4	1	1	1/4			1/4	1	93	ornamentMordent									
10	8	91/2	1.0		3/4	3/4	Chord	6/4	1	1	1/4			1/4	1	94	articStaccatissimoAbove									
10	8	93/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	95	ornamentShortTrill									
10	8	48	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	96										
10	8	85/2	0.0		0	0	FiguredBass	6/4	2	1	0										1/2	h3_				
10	8	85/2	1.5		0	0	Chord	6/4	2	1	3/8			1/4	3/2	97										
10	8	44	0.5		3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	98										
10	8	89/2	0.0		1/2	1/2	FiguredBass	6/4	2	1	0										1/4	6	4+	3		
10	8	89/2	1.0		1/2	1/2	Chord	6/4	2	1	1/4			1/4	1	99										
10	8	91/2	0.0		3/4	3/4	FiguredBass	6/4	2	1	0										1/4	6	4			
10	8	91/2	1.0		3/4	3/4	Chord	6/4	2	1	1/4			1/4	1	100										
10	8	93/2	0.0		1	1	FiguredBass	6/4	2	1	0										1/2	4+_				
10	8	93/2	1.5		1	1	Chord	6/4	2	1	3/8			1/4	3/2	101	ornamentShortTrill									
10	8	48	0.5		11/8	11/8	Chord	6/4	2	1	1/8			1/8	1	102										
11	9	97/2	1.5		0	0	Chord	6/4	1	1	3/8			1/4	3/2	103										
11	9	50	0.5		3/8	3/8	Chord	6/4	1	1	1/8			1/8	1	104										
11	9	101/2	1.0		1/2	1/2	Chord	6/4	1	1	1/4			1/4	1	105	ornamentShortTrill									
11	9	103/2	1.0		3/4	3/4	Chord	6/4	1	1	1/4			1/4	1	106										
11	9	105/2	0.0		1	1	Chord	6/4	1	1	0	appoggiatura		1/8	1	107										
11	9	105/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	108	ornamentMordent									4
11	9	54	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	109										
11	9	97/2	0.0		0	0	FiguredBass	6/4	2	1	0										3/8	6				
11	9	97/2	0.0		0	0	Chord	6/4	2	1	0	appoggiatura		1/8	1	110										
11	9	97/2	1.5		0	0	Chord	6/4	2	1	3/8			1/4	3/2	111										
11	9	50	0.5		3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	112										
11	9	101/2	0.0		1/2	1/2	FiguredBass	6/4	2	1	0										1/4	h6				
11	9	101/2	1.0		1/2	1/2	Chord	6/4	2	1	1/4			1/4	1	113	ornamentShortTrill									
11	9	103/2	1.0		3/4	3/4	Chord	6/4	2	1	1/4			1/4	1	114										
11	9	105/2	0.0		1	1	FiguredBass	6/4	2	1	0										1/4	5/				
11	9	105/2	1.0		1	1	Chord	6/4	2	1	1/4			1/4	1	115										
11	9	107/2	0.0		5/4	5/4	FiguredBass	6/4	2	1	0										1/4	7	h3			
11	9	107/2	1.0		5/4	5/4	Chord	6/4	2	1	1/4			1/4	1	116										
12	10	109/2	2.0		0	0	Chord	6/4	1	1	1/2			1/2	1	117	ornamentShortTrill									5
12	10	113/2	0.0		1/2	1/2	StaffText	6/4	1	1	0							)								
12	10	113/2	0.0		1/2	1/2	Chord	6/4	1	1	0	grace4		1/8	1	118										
12	10	113/2	0.0		1/2	1/2	Chord	6/4	1	1	0	grace4		1/8	1	119										
12	10	113/2	1.0		1/2	1/2	Chord	6/4	1	1	1/4			1/4	1	120										
12	10	115/2	1.0		3/4	3/4	Chord	6/4	1	1	1/4			1/4	1	121	articStaccatissimoAbove									
12	10	117/2	0.0		1	1	Chord	6/4	1	1	0	appoggiatura		1/8	1	122										
12	10	117/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	123	ornamentMordent									
12	10	60	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	124										
12	10	109/2	0.5		0	0	Chord	6/4	2	1	1/8			1/8	1	125										6
12	10	55	0.5		1/8	1/8	Chord	6/4	2	1	1/8			1/8	1	126										6
12	10	111/2	0.5		1/4	1/4	Chord	6/4	2	1	1/8			1/8	1	127										6
12	10	56	0.5		3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	128										
12	10	113/2	0.0		1/2	1/2	FiguredBass	6/4	2	1	0										1/4	h3				
12	10	113/2	0.0		1/2	1/2	StaffText	6/4	2	1	0							)								
12	10	113/2	1.0		1/2	1/2	Chord	6/4	2	1	1/4			1/4	1	129										
12	10	115/2	1.0		3/4	3/4	Chord	6/4	2	1	1/4			1/4	1	130										
12	10	117/2	0.0		1	1	FiguredBass	6/4	2	1	0										3/8	6				
12	10	117/2	0.0		1	1	Chord	6/4	2	1	0	appoggiatura		1/8	1	131										
12	10	117/2	1.5		1	1	Chord	6/4	2	1	3/8			1/4	3/2	132	ornamentMordent									
12	10	60	0.0		11/8	11/8	FiguredBass	6/4	2	1	0										1/8	3				
12	10	60	0.5		11/8	11/8	Chord	6/4	2	1	1/8			1/8	1	133										
13	11	121/2	1.0		0	0	Chord	6/4	1	1	1/4			1/4	1	134	ornamentShortTrill									
13	11	123/2	0.0		1/4	1/4	Chord	6/4	1	1	0	appoggiatura		1/8	1	135										
13	11	123/2	1.0		1/4	1/4	Chord	6/4	1	1	1/4			1/4	1	136										
13	11	125/2	0.0		1/2	1/2	Chord	6/4	1	1	0	appoggiatura		1/8	1	137										
13	11	125/2	1.5		1/2	1/2	Chord	6/4	1	1	3/8			1/4	3/2	138										
13	11	64	0.5		7/8	7/8	Chord	6/4	1	1	1/8			1/8	1	139										
13	11	129/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	140	ornamentShortTrill									
13	11	66	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	141										
13	11	121/2	0.0		0	0	FiguredBass	6/4	2	1	0										1/4	6_				
13	11	121/2	0.5		0	0	Chord	6/4	2	1	1/8			1/8	1	142										
13	11	61	0.5		1/8	1/8	Chord	6/4	2	1	1/8			1/8	1	143										
13	11	123/2	0.0		1/4	1/4	FiguredBass	6/4	2	1	0										1/4	3_				
13	11	123/2	0.5		1/4	1/4	Chord	6/4	2	1	1/8			1/8	1	144										
13	11	62	0.5		3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	145										
13	11	125/2	0.0		1/2	1/2	FiguredBass	6/4	2	1	0										1/4	6_				
13	11	125/2	0.5		1/2	1/2	Chord	6/4	2	1	1/8			1/8	1	146										
13	11	63	0.5		5/8	5/8	Chord	6/4	2	1	1/8			1/8	1	147										
13	11	127/2	1.0		3/4	3/4	Chord	6/4	2	1	1/4			1/4	1	148										
13	11	129/2	0.0		1	1	FiguredBass	6/4	2	1	0										1/2	3_				
13	11	129/2	1.0		1	1	Chord	6/4	2	1	1/4			1/4	1	149										
13	11	131/2	0.0		5/4	5/4	FiguredBass	6/4	2	1	0										1/4	b7				
13	11	131/2	1.0		5/4	5/4	Chord	6/4	2	1	1/4			1/4	1	150										
14	12	133/2	0.0		0	0	StaffText	6/4	1	1	0							)								
14	12	133/2	0.75		0	0	Chord	6/4	1	1	3/16			1/8	3/2	151										
14	12	269/4	0.25		3/16	3/16	Chord	6/4	1	1	1/16			1/16	1	152										
14	12	135/2	1.5		1/4	1/4	Chord	6/4	1	1	3/8			1/4	3/2	153	ornamentMordent									
14	12	69	0.5		5/8	5/8	Chord	6/4	1	1	1/8			1/8	1	154										
14	12	139/2	0.75		3/4	3/4	Chord	6/4	1	1	3/16			1/8	3/2	155										7
14	12	281/4	0.125		15/16	15/16	Chord	6/4	1	1	1/32			1/32	1	156										7
14	12	563/8	0.125		31/32	31/32	Chord	6/4	1	1	1/32			1/32	1	157										
14	12	141/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	158	ornamentShortTrill									8
14	12	72	0.25		11/8	11/8	Chord	6/4	1	1	1/16			1/16	1	159										8
14	12	289/4	0.25		23/16	23/16	Chord	6/4	1	1	1/16			1/16	1	160										
14	12	133/2	0.0		0	0	StaffText	6/4	2	1	0							)								
14	12	133/2	2.0		0	0	Chord	6/4	2	1	1/2			1/2	1	161										
14	12	137/2	1.0		1/2	1/2	Chord	6/4	2	1	1/4			1/4	1	162										
14	12	139/2	0.0		3/4	3/4	FiguredBass	6/4	2	1	0										3/8	6				
14	12	139/2	2.0		3/4	3/4	Chord	6/4	2	1	1/2			1/2	1	163										
14	12	71	0.0		9/8	9/8	FiguredBass	6/4	2	1	0										1/8	5/				
14	12	143/2	0.0		5/4	5/4	FiguredBass	6/4	2	1	0										1/4	7	h3			
14	12	143/2	1.0		5/4	5/4	Chord	6/4	2	1	1/4			1/4	1	164										
15	13	145/2	0.0		0	0	StaffText	6/4	1	1	0							)								
15	13	145/2	0.0		0	0	Chord	6/4	1	1	0	appoggiatura		1/8	1	165										
15	13	145/2	0.75		0	0	Chord	6/4	1	1	3/16			1/8	3/2	166	ornamentMordent									
15	13	293/4	0.25		3/16	3/16	Chord	6/4	1	1	1/16			1/16	1	167										
15	13	147/2	0.0		1/4	1/4	Chord	6/4	1	1	0	appoggiatura		1/8	1	168										
15	13	147/2	1.5		1/4	1/4	Chord	6/4	1	1	3/8			1/4	3/2	169	ornamentMordent									
15	13	75	0.5		5/8	5/8	Chord	6/4	1	1	1/8			1/8	1	170										
15	13	151/2	0.5		3/4	3/4	Chord	6/4	1	1	1/8			1/8	1	171										9
15	13	76	0.5		7/8	7/8	Chord	6/4	1	1	1/8			1/8	1	172										
15	13	153/2	0.5		1	1	Chord	6/4	1	1	1/8			1/8	1	173										10
15	13	77	0.5		9/8	9/8	Chord	6/4	1	1	1/8			1/8	1	174										
15	13	155/2	0.5		5/4	5/4	Chord	6/4	1	1	1/8			1/8	1	175										11
15	13	78	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	176										
15	13	145/2	0.0		0	0	FiguredBass	6/4	2	1	0										3/8	b3				
15	13	145/2	1.5		0	0	Chord	6/4	2	1	3/8			1/4	3/2	177										
15	13	74	0.0		3/8	3/8	FiguredBass	6/4	2	1	0										3/8	8	5/_			
15	13	74	0.5		3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	178										
15	13	149/2	0.5		1/2	1/2	Chord	6/4	2	1	1/8			1/8	1	179										
15	13	75	0.5		5/8	5/8	Chord	6/4	2	1	1/8			1/8	1	180										
15	13	151/2	0.0		3/4	3/4	FiguredBass	6/4	2	1	0										1/4	5/				
15	13	151/2	1.0		3/4	3/4	Chord	6/4	2	1	1/4			1/4	1	181										
15	13	153/2	1.0		1	1	Chord	6/4	2	1	1/4			1/4	1	182										
15	13	155/2	1.0		5/4	5/4	Chord	6/4	2	1	1/4			1/4	1	183										
16	14	157/2	0.0		0	0	StaffText	6/4	1	1	0							)								
16	14	157/2	0.0		0	0	StaffText	6/4	1	1	0							petite reprise								
16	14	157/2	0.75		0	0	Chord	6/4	1	1	3/16			1/8	3/2	184	ornamentShortTrill									
16	14	317/4	0.25		3/16	3/16	Chord	6/4	1	1	1/16			1/16	1	185										
16	14	159/2	2.0		1/4	1/4	Chord	6/4	1	1	1/2			1/2	1	186	ornamentMordent									
16	14	163/2	0.75		3/4	3/4	Chord	6/4	1	1	3/16			1/8	3/2	187										
16	14	329/4	0.25		15/16	15/16	Chord	6/4	1	1	1/16			1/16	1	188										
16	14	165/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	189	ornamentShortTrill									
16	14	84	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	190										
16	14	157/2	0.0		0	0	FiguredBass	6/4	2	1	0										1/4	h3				
16	14	157/2	1.5		0	0	Chord	6/4	2	1	3/8			1/4	3/2	191										
16	14	159/2	0.0		1/4	1/4	FiguredBass	6/4	2	1	0										1/2	6	4_			
16	14	80	0.5		3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	192										
16	14	161/2	0.5		1/2	1/2	Chord	6/4	2	1	1/8			1/8	1	193										
16	14	81	0.5		5/8	5/8	Chord	6/4	2	1	1/8			1/8	1	194										
16	14	163/2	0.0		3/4	3/4	FiguredBass	6/4	2	1	0										1/4	7	b3			
16	14	163/2	1.5		3/4	3/4	Chord	6/4	2	1	3/8			1/4	3/2	195										
16	14	165/2	0.0		1	1	FiguredBass	6/4	2	1	0										1/8	6	5	b3__		
16	14	83	0.5		9/8	9/8	Chord	6/4	2	1	1/8			1/8	1	196										
16	14	167/2	0.5		5/4	5/4	Chord	6/4	2	1	1/8			1/8	1	197										
16	14	84	0.5		11/8	11/8	Chord	6/4	2	1	1/8			1/8	1	198										
17	15	169/2	1.5		0	0	Chord	6/4	1	1	3/8			1/4	3/2	199										
17	15	86	0.5		3/8	3/8	Chord	6/4	1	1	1/8			1/8	1	200										
17	15	173/2	0.0		1/2	1/2	Chord	6/4	1	1	0	appoggiatura		1/8	1	201										
17	15	173/2	1.0		1/2	1/2	Chord	6/4	1	1	1/4			1/4	1	202										
17	15	175/2	0.25		3/4	3/4	Chord	6/4	1	1	1/16			1/16	1	203										12
17	15	351/4	0.5		13/16	13/16	Chord	6/4	1	1	1/8			1/8	1	204										12
17	15	353/4	0.25		15/16	15/16	Chord	6/4	1	1	1/16			1/16	1	205										
17	15	177/2	1.5		1	1	Chord	6/4	1	1	3/8			1/4	3/2	206	ornamentShortTrill									
17	15	90	0.5		11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	207										
17	15	169/2	0.0		0	0	FiguredBass	6/4	2	1	0										3/8	7	h5	3	2	
17	15	169/2	1.5		0	0	Chord	6/4	2	1	3/8			1/4	3/2	208										
17	15	86	0.0		3/8	3/8	FiguredBass	6/4	2	1	0										1/8	6				
17	15	86	0.5		3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	209										
17	15	173/2	0.0		1/2	1/2	FiguredBass	6/4	2	1	0										1/4	_				
17	15	173/2	0.5		1/2	1/2	Chord	6/4	2	1	1/8			1/8	1	210										
17	15	87	0.5		5/8	5/8	Chord	6/4	2	1	1/8			1/8	1	211										
17	15	175/2	0.0		3/4	3/4	FiguredBass	6/4	2	1	0										1/4	6	5	h3		
17	15	175/2	1.0		3/4	3/4	Chord	6/4	2	1	1/4			1/4	1	212										
17	15	177/2	0.0		1	1	FiguredBass	6/4	2	1	0										1/2	h3_				
17	15	177/2	1.0		1	1	Chord	6/4	2	1	1/4			1/4	1	213										
17	15	179/2	0.0		5/4	5/4	FiguredBass	6/4	2	1	0										1/4	7				
17	15	179/2	1.0		5/4	5/4	Chord	6/4	2	1	1/4			1/4	1	214										
18	16		3.0	1	0	0	Chord	6/4	1	1	3/4			1/2	3/2	215										
18	16		2.0	1	3/4	3/4	Chord	6/4	1	1	1/2			1/2	1	216										
18	16		3.0	1	0	0	Chord	6/4	2	1	3/4			1/2	3/2	217										
18	16		2.0	1	3/4	3/4	Chord	6/4	2	1	1/2			1/2	1	218										
19	16	181/2	0.75	2	0	0	Chord	6/4	1	1	3/16			1/8	3/2	219	ornamentShortTrill									
19	16	365/4	0.0	2	3/16	3/16	StaffText	6/4	1	1	0							pour la petite reprise								
19	16	365/4	0.25	2	3/16	3/16	Chord	6/4	1	1	1/16			1/16	1	220										
19	16	183/2	2.0	2	1/4	1/4	Chord	6/4	1	1	1/2			1/2	1	221	ornamentMordent									
19	16	187/2	0.75	2	3/4	3/4	Chord	6/4	1	1	3/16			1/8	3/2	222										
19	16	377/4	0.25	2	15/16	15/16	Chord	6/4	1	1	1/16			1/16	1	223										
19	16	189/2	1.5	2	1	1	Chord	6/4	1	1	3/8			1/4	3/2	224	ornamentShortTrill									
19	16	96	0.5	2	11/8	11/8	Chord	6/4	1	1	1/8			1/8	1	225										
19	16	181/2	1.5	2	0	0	Chord	6/4	2	1	3/8			1/4	3/2	226										
19	16	92	0.5	2	3/8	3/8	Chord	6/4	2	1	1/8			1/8	1	227										
19	16	185/2	0.5	2	1/2	1/2	Chord	6/4	2	1	1/8			1/8	1	228										
19	16	93	0.5	2	5/8	5/8	Chord	6/4	2	1	1/8			1/8	1	229										
19	16	187/2	0.0	2	3/4	3/4	FiguredBass	6/4	2	1	0										1/4	7	b3			
19	16	187/2	1.5	2	3/4	3/4	Chord	6/4	2	1	3/8			1/4	3/2	230										
19	16	189/2	0.0	2	1	1	FiguredBass	6/4	2	1	0										1/8	6	5	b3__		
19	16	95	0.5	2	9/8	9/8	Chord	6/4	2	1	1/8			1/8	1	231										
19	16	191/2	0.5	2	5/4	5/4	Chord	6/4	2	1	1/8			1/8	1	232										
