mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
6	5	59/2	59/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	58										
6	5	30	30	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	59										
6	5	31	31	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	60										
6	5	32	32	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	61										
6	5	33	33	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	62										
6	5	28	28	0.0	0	0	FiguredBass	6/4	2	1	0											1/2	_	
6	5	28	28	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	63										
6	5	29	29	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	64										
6	5	30	30	0.0	1/2	1/2	FiguredBass	6/4	2	1	0											1/4	6	
6	5	30	30	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	65										
6	5	31	31	0.0	3/4	3/4	FiguredBass	6/4	2	1	0											1/4	7	
6	5	31	31	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	66										
6	5	32	32	0.0	1	1	FiguredBass	6/4	2	1	0											1/2	7	#3_
6	5	32	32	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	67										
6	5	33	33	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	68										
7	6	34	34	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	69	ornamentShortTrill									
7	6	71/2	71/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	70										
7	6	36	36	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	71										
7	6	73/2	73/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	72										
7	6	37	37	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	73										
7	6	75/2	75/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	74										
7	6	38	38	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	75										
7	6	77/2	77/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	76										
7	6	39	39	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	77										
7	6	79/2	79/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	78										
7	6	34	34	0.0	0	0	FiguredBass	6/4	2	1	0											3/4	#3_	
7	6	34	34	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	79										
7	6	35	35	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	80										
7	6	36	36	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	81										
7	6	37	37	0.0	3/4	3/4	FiguredBass	6/4	2	1	0											3/4	6_	
7	6	37	37	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	82										
7	6	38	38	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	83										
7	6	39	39	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	84										
8	7	40	40	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	85	ornamentMordent									
8	7	83/2	83/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	86										
8	7	42	42	1.5	1/2	1/2	Chord	6/4	1	1	3/8	1/4	3/2	87	ornamentMordent									
8	7	87/2	87/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	88										
8	7	44	44	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	89	ornamentMordent									
8	7	91/2	91/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	90										
8	7	40	40	0.0	0	0	FiguredBass	6/4	2	1	0											1/2	5/_	
8	7	40	40	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	91										
8	7	41	41	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	92										
8	7	42	42	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	93										
8	7	43	43	0.0	3/4	3/4	FiguredBass	6/4	2	1	0											1/4	6	5
8	7	43	43	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	94										
8	7	44	44	0.0	1	1	FiguredBass	6/4	2	1	0											1/4	#3_	
8	7	44	44	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	95										
8	7	45	45	0.0	5/4	5/4	FiguredBass	6/4	2	1	0											1/4	7	
9	8	46	46	0.0	0	0	StaffText	6/4	1	1	0					)								
9	8	46	46	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	96										
9	8	46	46	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	97										
10	8	48	48	1.0	0	1/2	Chord	6/4	1	1	1/4	1/4	1	98										
10	8	49	49	1.0	1/4	3/4	Chord	6/4	1	1	1/4	1/4	1	99	ornamentShortTrill									
10	8	50	50	1.0	1/2	1	Chord	6/4	1	1	1/4	1/4	1	100										
10	8	51	51	1.0	3/4	5/4	Chord	6/4	1	1	1/4	1/4	1	101										
10	8	48	48	0.0	0	1/2	StaffText	6/4	2	1	0					Reprise								
10	8	51	51	1.0	3/4	5/4	Chord	6/4	2	1	1/4	1/4	1	102										
11	9	52	52	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	103	ornamentMordent									
11	9	107/2	107/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	104										
11	9	54	54	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	105										
11	9	109/2	109/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	106										
11	9	55	55	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	107	ornamentShortTrill									
11	9	56	56	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	108										
11	9	57	57	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	109										
11	9	52	52	0.0	0	0	FiguredBass	6/4	2	1	0											1/2	6_	
11	9	52	52	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	110										
11	9	53	53	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	111										
11	9	54	54	0.0	1/2	1/2	FiguredBass	6/4	2	1	0											1/4	#3	
11	9	54	54	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	112										
11	9	55	55	1.5	3/4	3/4	Chord	6/4	2	1	3/8	1/4	3/2	113										
11	9	113/2	113/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	114										
11	9	57	57	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	115										
11	9	115/2	115/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	116										
12	10	58	58	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	117	ornamentMordent									
12	10	119/2	119/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	118										
12	10	60	60	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	119										
12	10	121/2	121/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	120										
12	10	61	61	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	121										
12	10	62	62	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	122										
12	10	63	63	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	123										
12	10	58	58	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	124										
12	10	59	59	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	125										
12	10	60	60	0.0	1/2	1/2	FiguredBass	6/4	2	1	0											1/4	6	
12	10	60	60	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	126										
12	10	61	61	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	127										
12	10	62	62	0.0	1	1	FiguredBass	6/4	2	1	0											1/4	6	5
12	10	62	62	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	128										
12	10	63	63	0.0	5/4	5/4	FiguredBass	6/4	2	1	0											1/4	7	5/
12	10	63	63	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	129										
13	11	64	64	0.0	0	0	StaffText	6/4	1	1	0					)								
13	11	64	64	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	130	ornamentShortTrill									
13	11	66	66	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	131										
13	11	67	67	1.5	3/4	3/4	Chord	6/4	1	1	3/8	1/4	3/2	132										
13	11	137/2	137/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	133										
13	11	69	69	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	134										
13	11	139/2	139/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	135										
13	11	64	64	0.0	0	0	FiguredBass	6/4	2	1	0											3/4	#3_	
13	11	64	64	1.5	0	0	Chord	6/4	2	1	3/8	1/4	3/2	136										
13	11	131/2	131/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	137										
13	11	66	66	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	138										
13	11	133/2	133/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	139										
13	11	67	67	0.0	3/4	3/4	FiguredBass	6/4	2	1	0											1/4	6	
13	11	67	67	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	140										
13	11	68	68	0.0	1	1	FiguredBass	6/4	2	1	0											1/4	5/	
13	11	68	68	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	141										
13	11	69	69	0.0	5/4	5/4	FiguredBass	6/4	2	1	0											1/4	7	#3
13	11	69	69	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	142										
14	12	70	70	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	143										
14	12	141/2	141/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	144										
14	12	71	71	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	145										
14	12	143/2	143/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	146										
14	12	72	72	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	147										
14	12	145/2	145/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	148										
14	12	73	73	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	149										
14	12	147/2	147/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	150										
14	12	74	74	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	151	ornamentShortTrill									
14	12	151/2	151/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	152										
14	12	70	70	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	153										
14	12	72	72	0.0	1/2	1/2	FiguredBass	6/4	2	1	0											1/2	6	5_
14	12	72	72	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	154										
14	12	145/2	145/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	155										
14	12	73	73	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	156										
14	12	147/2	147/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	157										
14	12	74	74	0.0	1	1	FiguredBass	6/4	2	1	0											1/2	#3_	
14	12	74	74	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	158										
14	12	75	75	0.0	5/4	5/4	FiguredBass	6/4	2	1	0											1/4	7	
14	12	75	75	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	159										
15	13	76	76	0.0	0	0	StaffText	6/4	1	1	0					)								
15	13	76	76	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	160										
15	13	78	78	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	161										
15	13	79	79	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	162	ornamentShortTrill									
15	13	80	80	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	163										
15	13	81	81	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	164										
15	13	76	76	0.0	0	0	FiguredBass	6/4	2	1	0											3/2	#3_	
15	13	76	76	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	165										
15	13	79	79	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	166										
15	13	81	81	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	167										
16	14	82	82	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	168	ornamentMordent									
16	14	83	83	0.0	1/4	1/4	StaffText	6/4	1	1	0					)								
16	14	83	83	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	169										
16	14	84	84	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	170										
16	14	85	85	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	171	ornamentShortTrill									
16	14	86	86	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	172										
16	14	87	87	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	173										
16	14	82	82	0.0	0	0	FiguredBass	6/4	2	1	0											3/8	6_	
16	14	82	82	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	174										
16	14	83	83	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	175										
16	14	84	84	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	176										
16	14	85	85	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	177										
16	14	87	87	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	178										
17	15	88	88	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	179	ornamentShortTrill									
17	15	89	89	0.0	1/4	1/4	StaffText	6/4	1	1	0					)								
17	15	89	89	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	180										
17	15	90	90	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	181										
17	15	91	91	1.5	3/4	3/4	Chord	6/4	1	1	3/8	1/4	3/2	182										
17	15	185/2	185/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	183										
17	15	93	93	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	184										
17	15	187/2	187/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	185										
17	15	88	88	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	186										
17	15	89	89	0.0	1/4	1/4	FiguredBass	6/4	2	1	0											1/2	_	
17	15	89	89	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	187										
17	15	179/2	179/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	188										
17	15	90	90	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	189										
17	15	181/2	181/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	190										
17	15	91	91	0.0	3/4	3/4	FiguredBass	6/4	2	1	0											1/4	5	
17	15	91	91	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	191										
17	15	92	92	0.0	1	1	FiguredBass	6/4	2	1	0											1/2	6_	
17	15	92	92	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	192										
17	15	93	93	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	193										
18	16	94	94	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	194										
18	16	189/2	189/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	195										
18	16	95	95	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	196										
18	16	191/2	191/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	197										
18	16	96	96	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	198										
18	16	193/2	193/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	199										
18	16	97	97	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	200										
18	16	195/2	195/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	201										
18	16	98	98	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	202										
18	16	197/2	197/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	203										
18	16	99	99	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	204										
18	16	199/2	199/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	205										
18	16	94	94	2.0	0	0	Chord	6/4	2	1	1/2	1/2	1	206										
18	16	97	97	0.0	3/4	3/4	FiguredBass	6/4	2	1	0											1/2	5/	
18	16	97	97	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	207										
19	17	100	100	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	208	ornamentShortTrill									
19	17	203/2	203/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	209										
19	17	102	102	1.5	1/2	1/2	Chord	6/4	1	1	3/8	1/4	3/2	210	ornamentShortTrill									
19	17	207/2	207/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	211										
19	17	104	104	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	212	ornamentShortTrill									
19	17	211/2	211/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	213										
19	17	100	100	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	214										
19	17	201/2	201/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	215										
19	17	101	101	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	216										
19	17	203/2	203/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	217										
19	17	102	102	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	218										
19	17	103	103	0.0	3/4	3/4	FiguredBass	6/4	2	1	0											1/4	6	5
19	17	103	103	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	219										
19	17	104	104	0.0	1	1	FiguredBass	6/4	2	1	0											1/2	3_	
19	17	104	104	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	220										
19	17	105	105	0.0	5/4	5/4	FiguredBass	6/4	2	1	0											1/4	7	
19	17	105	105	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	221										
20	18	106	106	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	222										
20	18	106	106	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	223										
